curb_weight_kg,engine_displacement_cc,horsepower_hp,aerodynamic_cd,frontal_area_m2,rolling_crr,cylinders,gear_count,uninformative_noise,fuel_consumption_l_100km
1445.9,1442.0,105.9,0.312,2.23,0.0074,4,6,58.88,13.91
1386.5,1799.0,138.1,0.267,2.15,0.0081,4,5,51.49,14.5
1521.0,1088.0,65.0,0.319,2.29,0.0072,3,6,44.14,12.85
1268.0,1720.0,134.8,0.29,2.3,0.0087,4,5,57.74,14.25
1564.3,1644.0,114.7,0.287,2.25,0.009,4,6,40.21,14.26
1787.2,1870.0,128.6,0.276,2.08,0.0091,4,7,40.83,15.15
1426.1,1695.0,113.6,0.274,2.24,0.0091,4,8,42.08,12.89
1538.4,1280.0,108.4,0.283,2.38,0.0081,4,6,70.3,13.88
1601.8,2105.0,153.7,0.296,2.11,0.0088,4,5,1.68,15.86
1361.7,1590.0,136.2,0.349,2.51,0.0075,4,8,55.93,14.94
1499.3,1640.0,119.3,0.299,2.12,0.0104,4,6,50.51,14.04
1452.8,1295.0,81.4,0.314,2.2,0.0087,4,5,24.79,13.59
1471.5,1482.0,101.4,0.318,2.1,0.0085,4,8,54.65,13.56
1279.9,1314.0,112.2,0.313,2.23,0.0106,4,7,57.14,13.22
1455.4,1584.0,118.8,0.308,1.94,0.0078,4,7,58.84,13.4
1559.6,2300.0,169.4,0.286,2.12,0.0079,4,7,10.22,16.0
1769.3,1129.0,87.4,0.339,2.04,0.0079,3,6,70.5,14.27
1661.0,1037.0,83.8,0.346,2.22,0.0089,3,6,38.93,14.24
1923.7,2209.0,179.1,0.276,2.35,0.0094,4,7,60.3,16.5
1281.2,1570.0,133.8,0.29,2.3,0.0097,4,6,61.12,13.72
1641.9,1396.0,102.5,0.304,1.85,0.0116,4,6,36.85,13.69
1490.3,2045.0,142.2,0.291,2.51,0.0068,4,7,59.91,15.05
1931.8,1420.0,103.8,0.32,2.24,0.0096,4,7,44.22,15.88
1272.2,2344.0,180.7,0.295,2.08,0.0084,4,6,18.93,15.12
1265.3,1908.0,135.3,0.353,2.22,0.0084,4,7,67.52,15.02
1318.1,1465.0,101.7,0.334,2.23,0.0084,4,7,38.37,13.35
982.7,2470.0,191.1,0.314,2.1,0.0081,6,7,37.18,14.71
1334.3,1420.0,107.4,0.331,2.23,0.0107,4,6,43.95,13.97
1283.0,1932.0,147.2,0.332,2.11,0.0098,4,6,54.08,14.94
1483.1,1764.0,126.5,0.299,2.14,0.009,4,6,49.14,14.75
1525.2,2145.0,160.7,0.294,2.1,0.0104,4,5,58.22,16.22
1862.8,2243.0,161.3,0.312,1.99,0.0075,4,6,29.91,16.5
1659.1,1662.0,135.2,0.327,2.22,0.0077,4,6,38.86,15.18
1323.1,1364.0,114.0,0.313,2.29,0.0068,4,6,48.26,14.21
1252.3,1825.0,120.2,0.278,2.28,0.0083,4,8,78.47,13.5
1558.2,1392.0,96.5,0.294,2.32,0.0092,4,5,48.29,14.6
1159.5,2415.0,168.6,0.309,2.25,0.0091,6,7,66.28,15.06
1852.9,1702.0,122.8,0.308,2.12,0.0091,4,7,50.58,15.5
1709.5,1511.0,114.0,0.349,2.33,0.0076,4,5,42.75,16.11
1346.8,1720.0,116.2,0.282,2.0,0.0098,4,8,46.3,13.08
1073.1,1138.0,77.3,0.32,2.06,0.0092,3,6,47.47,11.65
1747.9,1281.0,87.3,0.34,2.06,0.0097,4,6,59.05,14.49
1424.8,2106.0,162.1,0.355,2.36,0.0071,4,7,70.62,16.38
1722.3,1400.0,107.1,0.302,2.34,0.0093,4,6,55.4,15.35
1099.2,1252.0,87.9,0.32,2.27,0.0078,4,7,67.81,12.5
1318.1,1854.0,142.7,0.321,2.36,0.0086,4,5,35.53,15.9
1451.2,2101.0,154.2,0.314,2.07,0.0095,4,7,43.78,15.41
1460.3,1923.0,143.4,0.308,2.25,0.0091,4,6,39.14,15.33
1351.0,2028.0,170.9,0.319,2.18,0.0081,4,6,54.72,14.62
1587.0,1362.0,116.9,0.26,2.33,0.009,4,6,44.62,13.85
1215.1,1110.0,71.3,0.324,2.18,0.0075,3,7,60.95,11.83
1418.7,2221.0,177.1,0.313,2.14,0.0102,4,7,36.03,15.87
1476.5,1527.0,124.2,0.306,2.28,0.0088,4,6,50.65,14.51
1563.2,1555.0,106.7,0.351,2.33,0.0101,4,6,60.3,15.46
1606.6,2155.0,171.9,0.297,2.1,0.0085,4,6,19.02,16.15
1202.6,1861.0,156.8,0.302,2.19,0.0085,4,7,81.82,14.08
1112.5,1823.0,127.3,0.35,2.04,0.0082,4,6,45.75,14.04
1731.1,2473.0,178.8,0.293,1.85,0.0099,6,7,19.62,16.5
1523.1,1405.0,117.0,0.299,2.23,0.0083,4,7,52.37,13.92
1285.3,2003.0,154.9,0.307,2.29,0.0096,4,6,50.5,15.11
1791.3,1672.0,132.6,0.327,2.24,0.0086,4,6,48.77,16.21
1475.4,1752.0,136.6,0.314,1.91,0.007,4,6,64.87,14.06
1709.4,2231.0,173.4,0.284,2.15,0.0084,4,7,61.21,16.16
1464.9,1843.0,126.8,0.299,1.87,0.0078,4,6,54.47,14.06
1903.4,1855.0,151.4,0.298,2.41,0.009,4,6,56.75,16.5
1836.2,2058.0,168.1,0.308,2.04,0.0078,4,7,48.43,16.5
1395.2,1511.0,112.6,0.319,2.39,0.0099,4,6,76.63,15.26
1663.7,1331.0,100.7,0.318,2.34,0.0089,4,6,27.81,14.95
1592.0,1253.0,79.9,0.274,2.06,0.0088,4,6,52.09,11.85
1751.1,998.0,81.0,0.331,2.03,0.0097,3,5,50.98,14.48
1237.7,2431.0,190.5,0.315,2.25,0.01,6,7,62.2,15.91
1600.9,1231.0,92.9,0.338,2.07,0.009,3,5,37.34,14.15
1682.9,1566.0,130.3,0.319,2.22,0.0082,4,6,23.84,15.27
1063.1,1545.0,114.1,0.332,2.13,0.0072,4,7,52.35,12.46
1189.7,1767.0,139.9,0.319,1.93,0.0083,4,6,54.22,13.56
1001.4,1960.0,138.8,0.337,1.87,0.0084,4,8,72.34,12.23
1390.7,1977.0,150.0,0.32,2.23,0.0091,4,8,30.94,14.68
1607.9,1428.0,106.8,0.308,2.12,0.0087,4,6,67.32,14.27
1780.5,1586.0,122.8,0.355,2.12,0.0097,4,5,85.51,16.5
1466.3,1757.0,129.9,0.328,2.3,0.0084,4,7,44.33,15.25
1808.3,1555.0,116.9,0.321,2.38,0.0089,4,6,30.64,15.99
1146.4,2261.0,180.1,0.284,2.16,0.0102,4,5,43.9,14.86
1075.3,1837.0,135.2,0.284,2.15,0.0093,4,7,50.21,12.73
1437.8,1929.0,130.6,0.316,2.28,0.0089,4,5,58.46,15.7
1534.5,1902.0,162.0,0.313,2.0,0.0084,4,7,41.13,15.28
1442.8,2096.0,173.1,0.298,2.23,0.0084,4,5,73.33,15.44
995.2,1719.0,117.7,0.313,2.28,0.0081,4,5,33.28,13.37
1430.4,1157.0,94.8,0.342,2.3,0.0085,3,5,23.91,13.96
1163.0,1802.0,131.9,0.324,1.91,0.0098,4,8,66.6,12.49
1597.3,1402.0,109.2,0.287,2.09,0.0088,4,7,15.88,13.67
1530.7,1449.0,113.1,0.308,2.07,0.0077,4,7,46.94,13.64
1243.2,1873.0,140.0,0.294,2.21,0.0108,4,6,96.77,14.46
1336.9,2121.0,153.3,0.302,2.27,0.0093,4,6,49.82,15.64
1217.0,1658.0,119.1,0.302,2.42,0.0076,4,6,33.19,13.78
1436.2,1767.0,125.2,0.3,2.13,0.0086,4,6,49.14,14.19
1660.1,2297.0,166.2,0.285,2.13,0.0091,4,6,49.24,16.5
1233.1,1741.0,131.7,0.307,2.37,0.0107,4,6,52.41,14.55
1560.9,2639.0,193.4,0.299,2.24,0.0079,6,6,59.93,16.5
1333.3,1865.0,148.6,0.26,2.39,0.01,4,8,34.41,13.86
1275.6,998.0,90.7,0.351,2.24,0.0104,3,5,75.31,13.19
1426.5,1936.0,141.4,0.332,2.03,0.0084,4,8,53.68,13.94
1222.2,1795.0,138.8,0.302,2.0,0.0087,4,5,60.9,13.64
1328.2,2140.0,167.6,0.31,1.97,0.008,4,6,40.58,15.06
1186.5,1906.0,149.6,0.287,2.3,0.0088,4,6,69.3,14.35
1882.2,1597.0,122.2,0.344,2.38,0.009,4,6,46.14,16.5
1457.8,1185.0,97.5,0.348,2.48,0.0097,3,6,54.16,14.71
1296.1,1571.0,124.2,0.313,2.33,0.0101,4,6,36.0,14.76
1497.1,1327.0,88.5,0.33,2.37,0.0083,4,6,35.05,14.19
1425.3,1429.0,117.3,0.314,2.11,0.007,4,7,60.32,13.34
1401.4,1874.0,151.3,0.283,2.03,0.009,4,7,43.35,13.91
1585.1,2285.0,166.0,0.302,2.33,0.0093,4,7,37.19,16.5
1616.7,1800.0,137.2,0.313,2.26,0.0092,4,6,40.35,16.11
1333.3,1196.0,97.7,0.301,2.22,0.0087,3,6,60.48,12.64
1323.3,1819.0,136.1,0.306,2.26,0.0091,4,6,40.56,14.28
1389.5,2105.0,170.7,0.308,2.25,0.0105,4,6,48.24,15.97
943.6,1418.0,131.4,0.308,2.39,0.0094,4,6,50.23,12.83
1116.7,1599.0,113.7,0.311,2.39,0.0086,4,6,21.24,14.46
1750.7,1656.0,112.0,0.289,2.28,0.0085,4,5,27.93,15.64
1811.9,1352.0,105.8,0.296,2.33,0.0088,4,6,55.04,14.96
1395.2,1896.0,151.3,0.284,2.28,0.0106,4,5,38.94,15.03
1576.8,1604.0,119.6,0.33,2.13,0.0088,4,7,65.85,14.23
1518.5,1809.0,152.0,0.268,2.31,0.009,4,7,64.5,14.34
2127.4,1313.0,86.4,0.333,1.99,0.0085,4,8,60.79,15.09
1696.3,1484.0,119.7,0.338,2.36,0.0101,4,7,77.3,16.18
1421.9,1925.0,140.2,0.304,2.02,0.011,4,5,48.75,15.36
1239.8,1508.0,131.8,0.26,2.24,0.0095,4,7,59.73,12.65
1096.6,2306.0,195.2,0.303,2.07,0.0091,4,7,41.23,14.53
1494.8,1498.0,106.2,0.309,2.28,0.009,4,6,86.79,14.45
1283.6,1735.0,126.4,0.29,2.19,0.0066,4,6,79.75,13.33
1137.1,2004.0,160.9,0.3,1.96,0.0097,4,8,50.18,13.7
1307.8,1111.0,80.6,0.341,2.26,0.0091,3,6,55.8,13.23
1212.1,998.0,75.4,0.323,2.11,0.0094,3,8,70.39,11.42
1821.2,1070.0,81.6,0.292,2.33,0.0083,3,5,47.79,13.9
1644.0,2130.0,142.7,0.278,2.2,0.0086,4,5,40.15,15.9
1448.2,1440.0,109.3,0.303,2.26,0.0086,4,6,63.11,14.16
1775.6,2622.0,192.4,0.306,2.06,0.01,6,6,51.18,16.5
1467.0,1436.0,104.2,0.32,2.11,0.0086,4,7,52.74,13.4
1260.5,1720.0,145.2,0.299,2.13,0.0111,4,8,37.49,13.77
1785.1,2236.0,157.4,0.32,2.33,0.0094,4,6,24.23,16.5
1568.6,2412.0,191.5,0.349,2.45,0.0077,6,5,53.54,16.5
1221.8,2433.0,182.1,0.326,2.08,0.0089,6,7,63.57,15.38
1408.1,2109.0,157.5,0.309,2.36,0.0083,4,6,46.61,15.82
1257.4,2039.0,162.9,0.306,1.87,0.0068,4,5,71.55,13.87
1145.8,1875.0,145.9,0.303,2.02,0.0106,4,6,39.44,13.84
1653.8,1946.0,153.6,0.334,2.06,0.0097,4,7,34.18,16.5
1870.1,1441.0,119.2,0.297,2.0,0.0095,4,7,48.99,14.82
1142.3,1339.0,98.5,0.311,1.96,0.0092,4,6,48.76,11.8
1573.9,1649.0,119.2,0.311,2.26,0.0076,4,6,61.55,15.19
1306.9,1585.0,109.6,0.3,2.17,0.0085,4,8,38.38,12.78
1342.8,1478.0,104.1,0.283,2.26,0.0098,4,7,70.52,13.4
1319.7,1915.0,175.0,0.316,2.3,0.0079,4,6,79.5,15.62
1259.9,2013.0,165.4,0.309,2.24,0.0065,4,6,49.41,14.05
1460.7,1684.0,114.4,0.32,2.3,0.0088,4,7,68.75,14.39
1267.2,2211.0,154.8,0.299,2.19,0.0089,4,6,34.15,15.27
1509.5,1216.0,97.2,0.334,2.02,0.0091,3,5,66.13,13.92
1438.9,1576.0,125.3,0.292,2.36,0.0097,4,6,65.71,14.27
1397.4,1378.0,110.2,0.344,2.11,0.0096,4,6,62.95,13.97
1250.3,998.0,73.3,0.275,2.06,0.0093,3,6,49.77,10.65
1323.1,1619.0,121.8,0.319,2.17,0.0102,4,5,5.69,14.49
1616.2,1604.0,125.2,0.32,2.06,0.0075,4,7,40.37,14.94
1560.2,2225.0,170.0,0.294,2.14,0.0095,4,6,40.61,16.32
1234.9,1890.0,121.4,0.318,2.25,0.0096,4,5,35.33,15.36
1471.9,1261.0,93.5,0.336,2.25,0.0078,4,5,51.83,14.49
1615.3,2355.0,170.4,0.266,2.07,0.0075,4,8,43.72,15.35
1082.7,2114.0,162.4,0.32,2.13,0.0083,4,7,37.63,14.65
1569.5,1871.0,172.1,0.26,2.36,0.0083,4,6,34.12,15.38
1304.2,1564.0,122.5,0.291,2.27,0.0098,4,7,39.27,13.44
1575.5,1285.0,94.6,0.343,2.51,0.0084,4,6,66.82,15.6
1282.1,1509.0,123.9,0.298,2.38,0.0081,4,8,40.08,13.61
1052.9,2064.0,161.7,0.287,2.37,0.0084,4,6,42.28,14.12
1091.9,2366.0,184.0,0.306,1.99,0.0101,4,7,43.15,14.36
1460.6,2236.0,176.0,0.351,2.31,0.009,4,5,55.08,16.5
1507.1,1464.0,131.8,0.273,2.19,0.0088,4,6,56.84,13.99
1251.1,1225.0,81.8,0.289,2.12,0.0089,3,8,4.33,11.61
1590.5,1704.0,134.2,0.34,2.23,0.0103,4,6,65.32,15.65
1084.5,998.0,66.6,0.347,2.34,0.0083,3,6,71.55,12.85
1435.5,1773.0,140.3,0.308,2.28,0.0103,4,5,34.25,15.32
1183.6,1594.0,112.0,0.285,2.07,0.0092,4,7,35.42,12.27
1306.6,1473.0,107.8,0.352,2.31,0.0088,4,6,43.25,14.34
1460.4,1044.0,76.4,0.342,2.1,0.0115,3,6,38.66,14.18
1260.7,1845.0,150.0,0.324,2.23,0.0079,4,8,53.36,14.23
1365.4,1448.0,119.2,0.294,2.15,0.0086,4,5,20.8,13.43
1671.4,1205.0,79.2,0.309,2.17,0.0078,3,6,33.23,13.93
1323.1,998.0,76.4,0.307,2.31,0.01,3,8,73.09,12.31
1633.9,1640.0,117.5,0.317,2.04,0.0107,4,6,36.08,14.94
1201.5,2323.0,164.0,0.339,2.49,0.0107,4,6,68.65,16.5
1566.6,2281.0,171.2,0.328,1.93,0.0102,4,6,55.33,16.16
1767.1,1476.0,109.1,0.288,2.11,0.0088,4,7,22.86,14.12
920.0,1421.0,132.3,0.338,2.26,0.0086,4,5,59.53,12.74
1274.7,1828.0,143.3,0.316,2.29,0.0073,4,8,48.23,13.71
1577.0,1271.0,82.8,0.324,2.18,0.011,4,7,43.17,14.42
1405.3,1765.0,128.5,0.339,2.19,0.0095,4,5,53.67,15.88
1531.7,1941.0,157.7,0.288,2.26,0.0085,4,7,57.12,15.16
1317.1,2116.0,181.7,0.309,2.17,0.0103,4,6,60.61,16.07
1469.0,1612.0,106.6,0.299,2.41,0.008,4,6,67.67,14.48
1415.8,1573.0,100.7,0.279,2.33,0.0094,4,7,56.12,13.42
1706.9,1316.0,118.8,0.317,2.33,0.0088,4,8,29.37,14.66
1506.0,1336.0,105.4,0.36,2.06,0.0096,4,5,42.9,14.74
1524.3,1564.0,110.2,0.273,2.19,0.0089,4,6,94.15,13.71
1359.4,1790.0,141.4,0.309,2.15,0.0075,4,6,60.87,14.65
1342.7,1997.0,125.4,0.323,2.05,0.0091,4,6,85.54,14.67
1354.8,1345.0,102.2,0.312,2.25,0.01,4,6,70.93,13.87
1536.8,2217.0,171.8,0.308,2.12,0.009,4,5,53.63,16.5
1357.4,1547.0,126.8,0.284,2.3,0.0098,4,7,54.52,13.72
1513.8,1642.0,114.6,0.315,2.04,0.008,4,6,49.45,13.92
1906.6,1366.0,104.7,0.295,2.46,0.009,4,5,23.93,15.67
1641.6,998.0,66.6,0.266,2.07,0.0084,3,7,50.27,11.93
1378.3,1986.0,153.5,0.334,2.23,0.0097,4,7,68.16,15.52
1714.3,1930.0,137.7,0.329,2.32,0.009,4,6,41.01,16.5
1360.2,1543.0,113.2,0.311,2.11,0.0097,4,6,56.18,13.77
1001.6,1675.0,117.4,0.315,2.33,0.0101,4,6,62.77,14.11
1228.2,1846.0,146.8,0.331,2.02,0.0097,4,6,36.35,14.01
1038.4,1056.0,88.9,0.314,2.42,0.0093,3,6,43.23,11.77
1372.7,1449.0,107.8,0.328,2.2,0.008,4,7,34.73,13.71
1454.1,1952.0,148.7,0.304,2.11,0.009,4,5,37.67,15.23
1818.8,1173.0,74.7,0.336,2.16,0.0085,3,5,30.69,15.01
1521.9,1762.0,130.9,0.316,2.32,0.0087,4,5,36.49,15.88
1401.8,1134.0,85.7,0.314,2.11,0.0086,3,5,71.29,13.37
1632.5,1827.0,165.1,0.285,2.09,0.008,4,5,36.27,15.04
963.6,1636.0,113.3,0.316,2.17,0.007,4,8,51.9,11.75
1501.8,1036.0,93.4,0.293,2.02,0.0083,3,6,42.46,12.54
1619.6,2093.0,169.0,0.297,2.47,0.0092,4,5,67.68,16.5
1124.7,1371.0,107.0,0.294,2.12,0.0077,4,6,69.67,12.57
1701.6,1342.0,119.6,0.289,2.32,0.009,4,8,62.96,14.39
1524.5,1726.0,134.9,0.352,2.23,0.0109,4,6,54.59,16.13
1358.6,2086.0,162.5,0.337,2.05,0.01,4,6,46.53,15.43
1589.2,1264.0,95.5,0.348,2.2,0.0106,4,7,32.12,14.44
1949.6,1673.0,139.4,0.286,2.32,0.0094,4,6,79.15,16.23
1490.0,1813.0,148.7,0.311,2.17,0.0102,4,6,38.6,15.51
1504.6,1913.0,139.2,0.284,2.38,0.0083,4,6,59.95,15.3
1348.9,1717.0,117.3,0.296,2.35,0.0084,4,6,65.89,13.92
1263.0,1511.0,112.8,0.292,2.34,0.0063,4,6,41.67,13.05
1632.7,1336.0,93.5,0.335,2.13,0.0102,4,7,65.57,14.57
1261.7,1683.0,127.3,0.302,2.04,0.0105,4,6,61.46,13.69
1465.7,1243.0,106.8,0.331,2.11,0.0084,3,6,75.92,13.85
1344.9,998.0,71.3,0.322,2.23,0.0087,3,5,42.96,12.99
1555.4,1816.0,137.6,0.356,2.28,0.0082,4,5,30.71,16.5
1523.4,1993.0,152.1,0.28,1.87,0.0094,4,6,42.42,14.56
1678.3,998.0,84.3,0.335,2.2,0.0101,3,8,53.13,13.6
1337.8,1266.0,73.8,0.333,2.22,0.0073,4,6,50.87,12.88
1390.6,1885.0,137.2,0.291,2.16,0.0094,4,7,44.1,14.28
1234.7,2432.0,186.9,0.33,2.39,0.0087,6,6,21.36,16.18
1352.3,1658.0,138.0,0.317,2.26,0.0091,4,5,57.06,14.9
1533.0,1373.0,99.5,0.305,2.4,0.0095,4,5,79.59,14.72
1616.5,1580.0,101.4,0.294,2.17,0.0088,4,6,56.96,13.97
1247.1,2172.0,171.3,0.296,2.34,0.0089,4,5,59.14,15.44
1641.3,1405.0,100.4,0.351,2.45,0.0088,4,5,58.59,16.37
1748.2,1346.0,90.4,0.31,2.4,0.01,4,7,55.96,15.01
1541.0,1467.0,105.2,0.326,2.04,0.0094,4,5,63.97,14.49
1862.9,1288.0,96.0,0.294,2.16,0.0092,4,6,55.93,14.71
1279.8,1697.0,122.9,0.294,2.15,0.0077,4,6,45.31,13.46
1176.2,2267.0,150.3,0.332,2.27,0.0086,4,6,38.06,15.85
1058.7,1773.0,143.7,0.283,2.3,0.0099,4,6,46.27,13.5
1779.1,1554.0,130.9,0.302,2.07,0.009,4,6,54.71,14.77
1594.0,1539.0,123.5,0.311,2.21,0.0097,4,6,45.26,15.35
1437.8,1056.0,68.9,0.312,1.9,0.0108,3,7,54.72,12.04
1511.6,1986.0,148.9,0.306,2.42,0.01,4,7,56.59,15.82
1202.4,1620.0,123.1,0.318,2.12,0.0091,4,5,62.5,13.51
1988.1,1581.0,126.2,0.324,2.21,0.0085,4,5,69.24,16.5
1478.4,2863.0,224.3,0.325,2.15,0.0064,6,7,51.17,16.5
1474.1,1764.0,126.7,0.29,2.37,0.0088,4,6,30.38,15.27
1609.7,1364.0,104.5,0.304,1.85,0.0087,4,6,44.82,13.23
1555.8,1488.0,117.7,0.334,2.2,0.0094,4,6,50.66,14.79
1499.3,2086.0,173.1,0.328,2.18,0.0088,4,5,22.46,16.5
1276.1,1693.0,135.7,0.283,2.13,0.0087,4,6,70.83,13.67
1553.7,1103.0,91.8,0.317,2.46,0.0072,3,6,52.14,14.15
1864.0,1999.0,152.8,0.27,2.07,0.0081,4,6,55.72,16.0
1746.0,1396.0,120.2,0.311,2.32,0.0095,4,6,70.48,15.42
1800.5,2362.0,183.6,0.348,2.25,0.0107,4,7,40.55,16.5
1337.5,2060.0,148.0,0.291,2.39,0.0089,4,6,58.61,15.55
1232.3,1480.0,126.5,0.293,2.1,0.0093,4,5,48.35,13.42
1422.3,2137.0,169.4,0.325,2.09,0.01,4,6,47.24,15.9
1462.3,1676.0,122.9,0.279,2.36,0.0082,4,7,38.42,14.38
1690.7,1974.0,145.2,0.297,2.26,0.0094,4,7,74.98,15.31
1077.7,1834.0,142.4,0.322,1.97,0.0083,4,6,44.37,13.8
1786.5,1328.0,105.6,0.297,2.12,0.0099,4,5,60.49,14.43
1415.2,1405.0,108.8,0.305,2.26,0.0092,4,7,21.87,13.42
1356.1,2041.0,158.3,0.325,2.33,0.0093,4,7,67.7,15.66
1227.3,1523.0,132.7,0.318,2.1,0.0082,4,5,65.78,13.66
1085.9,1497.0,124.5,0.315,1.85,0.0097,4,6,51.46,12.51
1631.1,1287.0,99.7,0.303,2.28,0.0111,4,6,46.6,14.27
1466.1,1811.0,147.0,0.317,2.02,0.008,4,7,56.0,14.47
1166.2,2434.0,174.6,0.308,1.9,0.0087,6,6,84.33,14.56
1165.1,1244.0,98.5,0.319,1.85,0.0092,3,6,23.55,11.84
1376.1,1659.0,144.2,0.3,2.32,0.0098,4,8,61.73,14.17
1817.2,2187.0,164.0,0.306,2.22,0.0084,4,7,36.33,16.5
1392.9,1620.0,114.6,0.29,2.17,0.0062,4,8,49.7,12.68
1119.3,1822.0,131.9,0.309,2.41,0.0104,4,8,46.28,13.76
1395.9,1246.0,83.8,0.294,2.3,0.0098,3,5,43.58,13.51
1390.0,1813.0,129.9,0.288,2.44,0.0073,4,6,49.84,14.88
920.0,1579.0,116.3,0.315,1.99,0.0084,4,6,32.99,11.78
1438.1,2025.0,139.8,0.314,2.19,0.0106,4,7,65.44,15.1
1399.2,2101.0,159.8,0.326,1.96,0.0104,4,6,23.09,15.55
1603.2,2634.0,209.2,0.301,2.17,0.0099,6,8,58.1,16.5
1856.8,1870.0,133.1,0.318,2.16,0.0088,4,6,45.1,16.5
1697.8,1774.0,150.0,0.321,2.29,0.0091,4,7,32.44,15.88
1390.8,1724.0,136.1,0.319,2.21,0.0089,4,5,53.04,14.59
1206.6,1516.0,125.5,0.293,2.29,0.0101,4,5,26.65,13.66
2016.1,1779.0,128.6,0.313,2.31,0.0081,4,7,50.6,16.5
1463.0,1538.0,125.4,0.317,2.52,0.0082,4,5,28.66,15.52
1453.1,1714.0,119.3,0.31,2.15,0.01,4,7,56.92,14.16
1444.7,2151.0,172.4,0.268,2.06,0.009,4,5,36.13,15.38
1493.6,1268.0,98.0,0.313,2.24,0.0104,4,7,43.24,13.64
1418.2,2083.0,163.9,0.354,2.08,0.0083,4,6,54.41,16.08
1323.8,2151.0,151.7,0.303,2.42,0.0089,4,6,38.41,15.77
1329.7,1605.0,113.0,0.295,2.16,0.0081,4,7,49.13,13.18
1442.8,998.0,81.8,0.317,2.12,0.009,3,6,27.29,12.73
1330.4,1419.0,98.4,0.316,2.13,0.0075,4,5,59.46,13.54
1293.2,2143.0,167.5,0.334,2.31,0.0085,4,5,76.47,16.13
1473.4,1641.0,111.1,0.285,2.18,0.0076,4,6,91.88,14.1
1393.9,1270.0,105.0,0.325,2.1,0.0097,4,6,51.37,13.45
1780.9,1458.0,98.5,0.322,2.45,0.0097,4,7,61.82,15.38
920.0,1969.0,155.2,0.307,2.07,0.0073,4,6,23.29,13.08
1690.1,1858.0,147.4,0.317,2.21,0.0103,4,6,72.54,16.1
1724.1,1559.0,111.5,0.331,2.3,0.0115,4,6,61.64,16.27
993.9,1511.0,120.6,0.327,1.96,0.009,4,5,42.74,13.13
1374.6,1501.0,116.7,0.287,2.27,0.0084,4,6,68.56,13.39
1368.3,1299.0,93.4,0.326,2.04,0.0118,4,8,46.18,12.98
1140.3,2264.0,162.0,0.309,2.32,0.0077,4,7,43.13,14.41
1278.9,1528.0,96.5,0.311,2.06,0.009,4,6,57.13,13.15
1205.7,2113.0,164.0,0.311,2.3,0.0092,4,6,34.05,15.08
1835.5,2228.0,153.7,0.307,2.37,0.0103,4,7,65.32,16.5
1655.8,2029.0,155.2,0.334,2.33,0.0094,4,6,34.16,16.5
1729.7,1486.0,110.3,0.308,2.24,0.0085,4,5,34.25,15.51
1608.8,1803.0,143.9,0.288,2.17,0.008,4,5,36.35,15.53
1201.6,1641.0,121.7,0.302,2.11,0.0087,4,6,61.39,13.22
1334.6,1307.0,96.0,0.314,2.42,0.008,4,8,40.75,12.9
1557.7,1773.0,142.1,0.335,2.1,0.009,4,7,29.78,15.62
1181.1,1202.0,94.7,0.322,2.04,0.0084,3,5,40.91,12.26
1606.9,2101.0,162.9,0.293,2.3,0.0075,4,5,49.52,15.85
1397.1,1473.0,116.7,0.36,2.08,0.0103,4,7,32.29,14.46
1367.5,1726.0,115.9,0.315,2.06,0.0085,4,7,32.72,13.39
1606.4,1758.0,141.1,0.336,1.98,0.0077,4,6,81.67,15.43
1547.7,1552.0,124.0,0.307,2.13,0.0088,4,6,37.09,14.34
1370.6,1873.0,132.2,0.321,2.19,0.0091,4,5,45.15,15.35
1705.1,1470.0,109.2,0.327,2.24,0.0073,4,7,44.49,15.18
1212.2,1981.0,150.2,0.334,2.34,0.0093,4,7,43.68,14.89
1585.5,1139.0,85.2,0.331,2.28,0.008,3,6,59.32,13.94
1580.5,1698.0,132.4,0.327,2.17,0.0107,4,7,64.22,15.31
1381.9,2387.0,195.7,0.304,2.17,0.0095,4,6,45.41,16.5
1521.7,1270.0,107.3,0.299,2.28,0.0086,4,5,31.45,13.94
1174.8,1392.0,92.7,0.317,2.39,0.0083,4,6,69.12,13.1
1653.3,1845.0,146.5,0.329,2.22,0.0089,4,5,48.57,16.5
1409.3,1718.0,143.9,0.306,2.13,0.0096,4,6,75.95,14.42
1335.0,1783.0,139.4,0.331,2.05,0.009,4,6,16.32,14.56
1680.8,1836.0,150.4,0.339,1.98,0.0088,4,6,52.93,15.49
1295.0,1891.0,163.9,0.292,2.3,0.0091,4,6,78.78,15.36
1140.1,2072.0,167.7,0.293,2.29,0.0084,4,6,44.7,14.22
1107.5,1806.0,139.7,0.307,2.29,0.0087,4,5,46.62,14.12
1583.3,1558.0,128.9,0.316,2.18,0.0069,4,6,54.43,14.69
1168.3,1906.0,146.3,0.3,2.41,0.01,4,6,41.62,15.19
1836.1,2372.0,180.5,0.337,2.13,0.0093,4,6,45.32,16.5
992.0,1600.0,118.1,0.318,2.34,0.0082,4,7,44.93,13.41
1823.2,1280.0,112.9,0.311,2.19,0.0109,4,7,40.59,15.17
1496.4,2071.0,149.2,0.281,2.11,0.0091,4,7,68.43,14.85
1428.7,1604.0,137.2,0.284,2.29,0.008,4,6,56.92,13.89
1330.1,998.0,80.8,0.316,2.26,0.0099,3,5,53.76,13.2
1537.8,1972.0,135.9,0.267,2.25,0.0094,4,7,62.13,14.49
