vehicle_id,fuel_type,transmission,vehicle_segment,owner_type,engine_size_cc,horsepower_hp,curb_weight_kg,mileage_kmpl,odometer_reading_km,maintenance_score,vehicle_price_lakhs
TAT-VEH-1239,Petrol,Automatic,SUV,Second,1646.6,1085.090157076515,1631.2,15.28,31450.0,,24.21
TAT-VEH-1240,Electric,Automatic,Hatchback,First,0.0,122.9,986.6,20.02,93952.0,7.2,15.12
TAT-VEH-1241,Electric,Manual,Hatchback,First,0.0,133.2,1057.2,,22044.0,9.14,20.16
TAT-VEH-1242,CNG,Automatic,SUV,First,1751.8,131.2,1722.1,23.69,119598.0,6.55,17.57
TAT-VEH-1243,Petrol,Manual,Sedan,First,1537.7,117.1,1650.5,11.04,55978.0,7.99,20.05
TAT-VEH-1244,,Automatic,Hatchback,First,1185.1,90.1,1395.6,9.35,15378.0,,16.68
TAT-VEH-1245,Electric,Manual,Sedan,Second,0.0,150.9,1193.2,25.15,39364.0,8.32,22.42
TAT-VEH-1246,Petrol,Automatic,Luxury,Third,2761.4,217.2,2191.6,17.35,36267.0,9.53,37.78
TAT-VEH-1247,Electric,Automatic,Sedan,First,0.0,149.8,1102.3,22.22,8677.0,9.48,23.41
TAT-VEH-1248,Electric,Automatic,Sedan,Second,0.0,,1113.8,20.9,42259.0,8.36,20.84
TAT-VEH-1249,CNG,Automatic,Sedan,First,1401.8,86.1,1450.2,23.44,19011.0,8.7,15.76
TAT-VEH-1250,Petrol,Manual,Hatchback,First,1301.4,,1455.2,12.27,4420.0,9.83,19.78
TAT-VEH-1251,Petrol,Automatic,Sedan,First,1394.5,110.3,1548.4,14.21,135614.0,6.04,17.5
TAT-VEH-1252,CNG,Automatic,Sedan,First,1480.4,119.8,1545.4,20.26,48161.0,8.66,20.6
TAT-VEH-1253,Petrol,Manual,Hatchback,Third,1522.5,105.9,1554.6,13.29,96271.0,6.43,17.66
TAT-VEH-1254,Petrol,Manual,SUV,Second,1642.1,115.2,1610.5,14.57,52723.0,7.33,20.68
TAT-VEH-1255,Diesel,Automatic,Sedan,First,1127.6,77.7,1292.6,20.71,21871.0,9.55,17.04
TAT-VEH-1256,Electric,Automatic,SUV,First,0.0,153.4,1127.8,21.9,34348.0,9.71,19.75
TAT-VEH-1257,Diesel,Automatic,SUV,First,2193.9,176.9,1952.9,21.23,52680.0,7.68,29.89
TAT-VEH-1258,Diesel,Manual,Hatchback,First,1095.2,77.3,1318.3,22.78,147134.0,6.55,11.46
TAT-VEH-1259,Petrol,Automatic,SUV,Second,1918.4,154.8,1810.0,18.67,15166.0,9.54,25.01
TAT-VEH-1260,Diesel,Manual,Sedan,Second,1341.8,,1478.7,20.32,95567.0,7.07,14.49
TAT-VEH-1261,Electric,Automatic,SUV,First,0.0,136.9,1070.6,22.03,118012.0,6.19,15.78
TAT-VEH-1262,Petrol,Manual,Hatchback,First,1158.0,84.3,1429.7,12.56,51947.0,7.49,14.09
TAT-VEH-1263,Diesel,Automatic,SUV,First,2397.6,188.8,2002.7,21.07,122488.0,6.89,27.05
TAT-VEH-1264,CNG,Automatic,Sedan,First,,128.3,1615.1,27.86,24828.0,,22.84
TAT-VEH-1265,Diesel,Manual,Hatchback,First,1326.3,126.8,1670.2,19.96,139608.0,5.34,19.28
TAT-VEH-1266,Diesel,Automatic,Hatchback,First,984.6,63.6,1201.7,24.37,56598.0,,13.0
TAT-VEH-1267,Diesel,Manual,SUV,Second,1710.2,134.5,1617.1,14.73,3931.0,8.56,22.81
TAT-VEH-1268,Petrol,Automatic,SUV,Second,1288.2,,1463.3,12.04,1075524.2865196886,5.78,12.53
TAT-VEH-1269,Petrol,Automatic,Hatchback,First,1075.6,70.2,1198.1,18.07,31815.0,,15.12
TAT-VEH-1270,CNG,Manual,Sedan,First,1689.3,126.6,1646.0,,29756.0,9.13,23.2
TAT-VEH-1271,CNG,Automatic,Sedan,First,1601.4,121.8,1722.3,27.13,39610.0,8.96,21.77
TAT-VEH-1272,CNG,Automatic,SUV,First,1942.6,180.7,1804.4,24.47,9281.0,,31.04
TAT-VEH-1273,CNG,Manual,Hatchback,Second,1193.7,87.3,1286.9,22.76,30499.0,,15.65
TAT-VEH-1274,Diesel,Manual,SUV,First,1825.8,123.4,1622.6,18.4,82037.0,7.32,20.43
TAT-VEH-1275,Diesel,Automatic,Hatchback,First,1227.7,95.4,1463.1,14.71,2702.0,9.58,18.15
TAT-VEH-1276,Diesel,Automatic,Sedan,First,1651.2,98.9,1631.4,15.84,16342.0,8.85,19.77
TAT-VEH-1277,Diesel,Automatic,Hatchback,Second,954.6,70.5,1234.7,21.72,2111.0,9.81,12.28
TAT-VEH-1278,Diesel,Automatic,Hatchback,First,1241.9,93.3,1452.1,21.44,26181.0,,16.38
TAT-VEH-1279,Diesel,Manual,Sedan,First,1684.5,135.9,1748.8,20.02,60640.0,8.79,21.61
TAT-VEH-1280,CNG,Automatic,Hatchback,First,,96.8,1478.5,21.06,74149.0,6.79,15.48
TAT-VEH-1281,Petrol,Manual,SUV,Second,2173.2,156.9,1890.6,,132675.0,5.86,21.58
TAT-VEH-1282,Petrol,Manual,Hatchback,Third,1619.2,119.6,1500.6,11.83,44200.0,8.81,19.29
TAT-VEH-1283,Petrol,Manual,Sedan,First,1477.1,101.6,1479.9,19.03,15224.0,9.72,16.71
TAT-VEH-1284,Diesel,Manual,Hatchback,Second,1256.0,80.7,1370.0,17.37,118054.0,6.43,12.63
TAT-VEH-1285,,Manual,Hatchback,Third,1086.3,85.2,1330.3,,69188.0,8.15,13.98
TAT-VEH-1286,Diesel,Manual,Hatchback,Third,1224.2,76.5,1360.3,19.08,40445.0,8.16,11.81
TAT-VEH-1287,Diesel,Automatic,Sedan,First,1590.1,114.3,1648.2,110.83052548492503,55530.0,9.15,18.48
TAT-VEH-1288,Petrol,Manual,Sedan,First,1537.0,,1609.9,19.95,118154.0,7.02,16.22
TAT-VEH-1289,Diesel,Manual,Sedan,First,1294.1,103.7,1453.6,16.94,58077.0,7.33,16.57
TAT-VEH-1290,Petrol,Manual,Sedan,Second,,137.1,1686.4,11.3,22676.0,8.51,22.93
TAT-VEH-1291,Petrol,Manual,Sedan,First,1790.4,118.7,1691.3,9.04,58177.0,7.51,20.26
TAT-VEH-1292,CNG,Manual,Hatchback,Second,1264.3,72.6,1377.2,24.44,3850.0,10.0,15.96
TAT-VEH-1293,Petrol,Manual,Sedan,First,1690.4,,1700.2,13.81,23980.0,8.34,20.42
TAT-VEH-1294,Petrol,Automatic,Luxury,Second,2898.2,217.6,2312.0,,25464.0,8.87,37.48
TAT-VEH-1295,Diesel,Automatic,Sedan,Second,1648.0,126.2,1745.2,22.33,10214.0,9.78,22.26
TAT-VEH-1296,Diesel,Automatic,SUV,First,2067.8,149.7,1776.1,20.87,3051.0,9.67,26.7
TAT-VEH-1297,Petrol,Manual,Hatchback,Second,1054.4,76.7,1285.0,15.42,8442.0,9.71,15.24
TAT-VEH-1298,Diesel,Manual,SUV,First,2077.6,160.2,1871.3,22.82,49840.0,7.74,25.8
TAT-VEH-1299,,Automatic,SUV,Second,1750.1,143.7,1743.8,17.49,74943.0,8.02,21.43
TAT-VEH-1300,Petrol,Manual,Sedan,First,1371.4,79.4,1491.9,,201798.0,3.67,8.49
TAT-VEH-1301,Diesel,Manual,Luxury,First,3068.7,225.7,2387.1,16.09,21134.0,9.0,40.61
TAT-VEH-1302,Diesel,Manual,Hatchback,Third,1241.6,95.7,1352.7,21.29,43163.0,8.71,14.48
TAT-VEH-1303,Diesel,Manual,Hatchback,First,1018.6,65.4,1312.1,20.11,126512.0,6.25,11.89
TAT-VEH-1304,Diesel,Manual,SUV,Second,2261.5,190.4,2055.3,19.48,10225.0,9.52,32.33
TAT-VEH-1305,Electric,Manual,SUV,First,0.0,124.1,963.2,19.88,58907.0,7.67,17.4
TAT-VEH-1306,Diesel,Manual,Hatchback,First,1282.8,95.7,1438.0,20.7,65288.0,,14.43
TAT-VEH-1307,Petrol,Manual,Hatchback,First,,88.5,1273.7,13.23,6193.0,,15.58
TAT-VEH-1308,Diesel,Automatic,Hatchback,First,966.4,65.4,1218.5,18.71,90878.0,6.38,9.55
TAT-VEH-1309,Petrol,Automatic,Hatchback,First,1175.3,66.0,1281.2,19.84,77474.0,7.31,9.66
TAT-VEH-1310,Petrol,Automatic,SUV,First,1886.5,136.3,1791.5,13.52,3529.0,,24.86
TAT-VEH-1311,Petrol,Automatic,Sedan,First,1520.6,126.4,1604.1,10.78,6298.0,8.85,22.33
TAT-VEH-1312,,Automatic,Hatchback,First,1142.5,81.6,1289.6,,4267.0,10.0,18.85
TAT-VEH-1313,,Manual,Sedan,Third,0.0,118.8,1091.0,24.49,20341.0,9.98,17.15
TAT-VEH-1314,CNG,Manual,Hatchback,Third,895.9,78.3,1187.6,25.01,34035.0,8.08,14.13
TAT-VEH-1315,Diesel,Manual,Hatchback,First,1138.7,81.4,1368.6,18.64,36201.0,9.58,15.53
TAT-VEH-1316,Petrol,Automatic,Sedan,Second,1436.9,101.6,1466.2,13.97,16018.0,9.26,17.28
TAT-VEH-1317,Petrol,Automatic,Luxury,First,3246.5,245.3,2481.2,16.96,111163.0,6.88,38.43
TAT-VEH-1318,Petrol,Manual,SUV,Second,1823.5,146.0,1778.4,12.95,22668.0,8.85,24.91
TAT-VEH-1319,Petrol,Automatic,Hatchback,Second,,137.2,1626.2,16.42,4098.0,10.0,20.69
TAT-VEH-1320,,Manual,SUV,Third,1520.1,123.9,1658.6,16.95,18065.0,9.53,23.43
TAT-VEH-1321,Diesel,Automatic,SUV,First,2325.8,188.4,2030.9,16.49,36082.0,8.28,29.64
TAT-VEH-1322,Diesel,Manual,SUV,Second,1941.9,,1794.0,17.22,25608.0,8.37,23.13
TAT-VEH-1323,Petrol,Manual,Sedan,First,1669.9,112.9,1594.8,14.37,16399.0,8.46,21.9
TAT-VEH-1324,Electric,Manual,Sedan,Third,0.0,141.6,1113.1,21.88,8335.0,9.67,21.7
TAT-VEH-1325,Diesel,Manual,Hatchback,First,1209.0,,1425.1,,78958.0,7.89,16.38
TAT-VEH-1326,Diesel,Manual,Hatchback,First,1367.9,89.7,1448.1,8.67,252130.0,2.99,9.73
TAT-VEH-1327,Diesel,Manual,Hatchback,Second,1138.9,83.3,1266.7,16.74,19991.0,9.16,14.56
TAT-VEH-1328,Petrol,Automatic,Hatchback,Second,1032.2,82.2,1333.3,14.33,23629.0,8.43,16.78
TAT-VEH-1329,Petrol,Manual,Sedan,First,1782.1,138.0,1737.0,20.02,45309.0,8.1,22.3
TAT-VEH-1330,Petrol,Manual,SUV,Third,1969.6,153.8,1789.9,12.26,59034.0,,28.39
TAT-VEH-1331,Diesel,Automatic,Sedan,First,,119.2,1523.6,19.46,24393.0,8.81,19.91
TAT-VEH-1332,Petrol,Automatic,Hatchback,First,1382.2,97.6,1551.6,19.99,107891.0,6.8,16.69
TAT-VEH-1333,Petrol,Manual,Luxury,First,2580.2,187.3,2145.9,11.56,38945.0,8.04,32.91
TAT-VEH-1334,Petrol,Manual,Luxury,First,3231.2,228.0,2439.5,16.68,28935.0,9.18,38.87
TAT-VEH-1335,Petrol,Manual,SUV,First,1850.5,160.2,1741.3,13.09,48816.0,8.13,24.97
TAT-VEH-1336,,Manual,Luxury,First,2940.1,220.7,2289.7,23.49,139405.0,6.45,32.13
TAT-VEH-1337,Diesel,Automatic,Sedan,First,,110.7,1621.3,16.75,73215.0,,15.23
TAT-VEH-1338,Diesel,Manual,Luxury,First,2392.9,168.3,2015.1,16.95,3838.0,9.39,30.45
TAT-VEH-1339,Petrol,Manual,Hatchback,First,1080.2,116.2,1391.0,23.67,20177.0,9.15,20.62
TAT-VEH-1340,Diesel,Automatic,Sedan,Second,1768.2,,1693.6,21.36,30616.0,8.59,21.81
TAT-VEH-1341,Diesel,Manual,Hatchback,Second,1329.9,94.6,1411.2,,18993.0,8.41,13.19
TAT-VEH-1342,Petrol,Manual,Hatchback,First,1187.6,94.1,1476.0,16.98,56207.0,7.68,14.53
TAT-VEH-1343,Petrol,Manual,Hatchback,First,1233.5,99.7,1498.6,10.68,80761.0,7.61,15.1
TAT-VEH-1344,Petrol,Automatic,Sedan,First,1439.2,119.4,1528.9,16.68,61145.0,8.25,19.96
TAT-VEH-1345,Diesel,Manual,SUV,First,2337.1,197.0,2029.1,136.5769213442735,206328.0,3.99,25.97
TAT-VEH-1346,Diesel,Automatic,Sedan,Second,1457.9,115.4,1417.9,16.61,16319.0,9.15,20.03
TAT-VEH-1347,Petrol,Manual,Hatchback,First,1231.8,79.7,1306.3,18.4,95571.0,7.63,13.23
TAT-VEH-1348,Petrol,Manual,SUV,First,2284.5,168.3,1903.4,17.61,67479.0,7.91,25.47
TAT-VEH-1349,,Automatic,Sedan,First,1342.5,104.4,1487.6,24.19,22236.0,9.59,19.99
TAT-VEH-1350,Diesel,Automatic,Sedan,First,1809.8,160.6,1768.6,17.83,61613.0,,26.36
TAT-VEH-1351,CNG,Automatic,SUV,Second,1615.4,104.4,1509.1,22.3,6945.0,7.25,20.36
TAT-VEH-1352,Diesel,Automatic,Hatchback,Third,1441.4,122.5,1546.7,17.99,72087.0,7.91,19.28
TAT-VEH-1353,Petrol,Automatic,Hatchback,First,1141.1,87.7,1393.9,19.81,36200.0,7.91,18.79
TAT-VEH-1354,Petrol,Manual,Luxury,First,2895.9,,2358.0,10.01,17557.0,9.17,39.09
TAT-VEH-1355,Diesel,Manual,Hatchback,Second,913.5,67.3,1143.0,,49991.0,8.19,10.34
TAT-VEH-1356,Petrol,Automatic,Sedan,Third,1407.0,95.4,1474.5,15.77,48177.0,9.38,17.27
TAT-VEH-1357,Diesel,Manual,SUV,First,1738.0,139.4,1637.6,17.76,12578.0,,25.54
TAT-VEH-1358,Electric,Automatic,SUV,First,0.0,156.4,1186.1,22.02,3389.0,9.8,23.68
TAT-VEH-1359,Diesel,Automatic,Hatchback,First,1105.9,,1412.8,21.65,27582.0,9.51,18.95
TAT-VEH-1360,Petrol,Manual,Hatchback,First,1176.4,88.1,1337.1,13.84,39928.0,8.88,16.23
TAT-VEH-1361,Diesel,Manual,Hatchback,First,1340.7,93.4,1414.4,13.76,96157.0,6.78,10.92
TAT-VEH-1362,Diesel,Automatic,Sedan,First,1539.5,96.8,1507.8,24.72,120535.0,7.0,14.78
TAT-VEH-1363,Diesel,Manual,Sedan,First,1559.5,126.8,1500.2,16.21,35862.0,8.11,20.67
TAT-VEH-1364,Electric,Automatic,Hatchback,First,0.0,150.6,1143.3,19.35,65073.0,8.13,21.99
TAT-VEH-1365,Petrol,Manual,Luxury,Second,2554.8,180.0,2080.5,18.81,28036.0,8.07,32.3
TAT-VEH-1366,Electric,Automatic,Sedan,First,0.0,126.5,1114.8,21.04,63684.0,8.1,18.5
TAT-VEH-1367,,Manual,Hatchback,First,1064.9,74.3,1253.5,24.37,12312.0,9.56,17.19
TAT-VEH-1368,Petrol,Automatic,Sedan,First,1857.7,121.5,1673.0,16.95,22868.0,10.0,21.76
TAT-VEH-1369,Petrol,Manual,SUV,First,1814.2,126.3,1625.4,18.75,47259.0,7.51,22.33
TAT-VEH-1370,Petrol,Manual,Hatchback,Third,1445.4,94.8,1442.7,14.5,2825.0,9.36,19.68
TAT-VEH-1371,Petrol,Manual,Hatchback,First,1160.5,82.1,1302.3,20.06,59681.0,8.59,13.83
TAT-VEH-1372,,Automatic,SUV,First,,,1851.8,9.09,83228.0,7.62,24.02
TAT-VEH-1373,Diesel,Automatic,Sedan,Second,1712.1,108.9,1586.6,21.13,24923.0,9.2,19.11
TAT-VEH-1374,Petrol,Manual,Sedan,First,1752.4,,1758.8,12.98,28735.0,8.41,25.69
TAT-VEH-1375,,Manual,Sedan,Third,,125.7,1561.7,19.62,87757.0,,17.41
TAT-VEH-1376,CNG,Manual,Hatchback,First,1138.8,76.1,1275.4,24.78,69256.0,8.57,13.1
TAT-VEH-1377,Petrol,Automatic,Hatchback,First,1188.6,92.4,1388.6,13.48,17295.0,9.27,17.83
TAT-VEH-1378,CNG,Automatic,Sedan,First,1565.6,122.4,1633.9,,19619.0,9.46,23.84
TAT-VEH-1379,Petrol,Manual,Hatchback,First,1330.7,114.1,1440.6,18.18,53117.0,8.21,19.96
TAT-VEH-1380,Petrol,Manual,Hatchback,Second,1197.6,80.0,1409.6,17.43,39272.0,7.97,14.65
TAT-VEH-1381,Diesel,Manual,SUV,Second,2152.7,,1897.5,16.12,9966.0,10.0,28.27
TAT-VEH-1382,Diesel,Manual,Luxury,First,3648.3,,2670.3,17.64,18693.0,9.57,45.29
TAT-VEH-1383,CNG,Manual,SUV,First,2093.3,141.0,1861.7,24.49,105609.0,8.17,23.67
TAT-VEH-1384,Diesel,Automatic,SUV,Second,2075.9,164.4,1854.4,18.88,54439.0,7.64,27.96
TAT-VEH-1385,CNG,Manual,Hatchback,Third,969.2,88.2,1311.6,26.0,194009.0,4.75,11.01
TAT-VEH-1386,Petrol,Automatic,Luxury,First,1940.7,176.6,1855.0,9.46,67555.0,7.08,298.8644064729556
TAT-VEH-1387,Petrol,Manual,Hatchback,First,1255.3,79.8,1395.3,16.5,130109.0,6.18,10.65
TAT-VEH-1388,Diesel,Manual,Luxury,First,2955.1,,2240.2,18.19,12961.0,10.0,37.18
TAT-VEH-1389,CNG,Automatic,Luxury,Second,2787.1,204.1,2144.3,22.82,68427.0,6.6,32.39
TAT-VEH-1390,Electric,Automatic,SUV,First,0.0,159.6,1179.8,20.14,2919.0,9.59,24.82
TAT-VEH-1391,Petrol,Automatic,Luxury,First,,214.1,2418.7,14.86,51994.0,7.98,36.02
TAT-VEH-1392,Petrol,Manual,Sedan,Second,,96.3,1465.3,6.0,30509.0,8.51,17.47
TAT-VEH-1393,Diesel,Manual,Hatchback,First,1366.2,93.2,1449.0,17.04,21161.0,9.43,17.38
TAT-VEH-1394,Petrol,Automatic,Sedan,First,1515.2,114.6,1581.6,12.87,91255.0,7.87,16.84
TAT-VEH-1395,Electric,Manual,Sedan,First,0.0,124.0,1094.7,23.33,88669.0,7.19,18.22
TAT-VEH-1396,CNG,Manual,Hatchback,First,1085.0,89.3,1251.6,22.89,3015.0,9.84,16.97
TAT-VEH-1397,Petrol,Manual,Sedan,First,1696.0,139.5,1648.0,14.85,44315.0,8.6,22.95
TAT-VEH-1398,Diesel,Manual,Luxury,First,2906.1,225.2,2313.5,23.32,22637.0,9.15,36.56
TAT-VEH-1399,Diesel,Automatic,Hatchback,First,1276.0,115.1,1519.5,21.78,26177.0,8.4,18.36
TAT-VEH-1400,Petrol,Manual,SUV,First,1878.6,145.9,1897.2,18.21,82282.0,8.11,25.66
TAT-VEH-1401,CNG,Manual,Luxury,Second,,190.4,2171.2,,18687.0,9.44,33.79
TAT-VEH-1402,Diesel,Manual,Luxury,Second,3026.7,243.4,2347.5,20.52,130950.0,6.3,33.27
TAT-VEH-1403,CNG,Manual,Luxury,First,2998.1,217.6,2363.4,24.03,10910.0,9.0,38.64
TAT-VEH-1404,Petrol,Manual,Sedan,First,1594.0,130.5,1700.2,14.91,50908.0,8.07,23.51
TAT-VEH-1405,CNG,Manual,Luxury,First,2885.5,235.3,2353.6,25.32,52178.0,,38.1
TAT-VEH-1406,Petrol,Manual,SUV,First,1538.9,120.9,1545.5,13.71,15078.0,8.45,24.03
TAT-VEH-1407,Petrol,Automatic,Hatchback,First,1132.1,67.0,1361.6,19.98,19670.0,,14.39
TAT-VEH-1408,CNG,Manual,Sedan,Second,1656.8,113.2,1646.1,24.18,83027.0,7.07,16.37
TAT-VEH-1409,Petrol,Manual,SUV,First,1923.7,160.2,1772.5,17.36,66560.0,8.21,25.97
TAT-VEH-1410,,Automatic,Hatchback,First,1160.0,85.0,1387.6,19.87,19961.0,8.84,16.71
TAT-VEH-1411,Electric,Automatic,Sedan,First,0.0,142.0,1154.9,24.58,36356.0,,20.46
TAT-VEH-1412,Electric,Manual,SUV,Second,0.0,1067.371872503437,1206.6,18.48,4865.0,9.17,25.78
TAT-VEH-1413,Diesel,Manual,Hatchback,First,1345.0,109.2,1490.4,20.25,12536.0,9.17,17.55
TAT-VEH-1414,Diesel,Manual,Sedan,First,1355.6,105.0,1469.1,21.38,31933.0,8.68,20.15
TAT-VEH-1415,Petrol,Automatic,SUV,First,1612.3,118.4,1671.7,18.18,6045.0,10.0,21.01
TAT-VEH-1416,Petrol,Automatic,Sedan,Second,,106.2,1468.1,12.16,85413.0,7.99,15.19
TAT-VEH-1417,Petrol,Automatic,Hatchback,Second,1124.4,94.6,1402.0,13.53,58964.0,8.73,15.83
TAT-VEH-1418,Diesel,Manual,Hatchback,First,,85.6,1263.7,21.78,131415.0,6.75,11.98
TAT-VEH-1419,Diesel,Automatic,Sedan,First,1462.9,106.6,1581.8,16.87,55209.0,7.62,18.74
TAT-VEH-1420,Diesel,Manual,Luxury,First,3189.6,,2484.0,18.16,128906.0,5.38,36.41
TAT-VEH-1421,Diesel,Manual,Hatchback,First,1195.6,88.1,1452.1,23.41,38386.0,,15.54
TAT-VEH-1422,Petrol,Manual,Sedan,Second,1559.4,106.7,1587.1,120.14084935310966,43258.0,9.36,17.31
TAT-VEH-1423,,Automatic,Hatchback,Second,1469.0,101.1,1455.7,,171695.0,4.57,12.21
TAT-VEH-1424,Petrol,Manual,Hatchback,Second,1145.6,74.2,1407.7,12.87,48241.0,7.67,15.63
TAT-VEH-1425,Diesel,Automatic,SUV,Second,2067.6,151.8,1930.7,19.93,3407.0,9.44,27.73
TAT-VEH-1426,Petrol,Manual,SUV,First,,155.1,1836.6,11.5,59899.0,7.95,26.69
TAT-VEH-1427,CNG,Manual,Hatchback,First,1070.0,70.6,1262.9,24.01,108147.0,6.87,12.64
TAT-VEH-1428,Petrol,Manual,Sedan,Second,1381.0,105.8,1482.5,16.5,73441.0,7.85,16.29
TAT-VEH-1429,Petrol,Manual,Hatchback,First,1125.2,76.5,1342.3,19.4,41450.0,8.12,13.95
TAT-VEH-1430,Petrol,Automatic,Sedan,Second,1569.9,114.6,1550.8,17.5,52068.0,8.72,22.68
TAT-VEH-1431,Diesel,Manual,SUV,First,2585.3,175.8,2179.0,17.0,210104.0,3.41,25.75
TAT-VEH-1432,Diesel,Automatic,Hatchback,First,1089.6,79.1,1336.3,22.3,6277.0,9.53,13.41
TAT-VEH-1433,Petrol,Automatic,Hatchback,Third,1134.5,82.8,1218.9,14.6,51516.0,8.74,14.55
TAT-VEH-1434,Petrol,Automatic,Sedan,First,1485.4,117.9,1581.6,11.79,16996.0,8.93,21.38
TAT-VEH-1435,Diesel,Manual,Luxury,Third,3151.3,239.0,2433.0,18.52,47986.0,8.09,40.17
TAT-VEH-1436,Petrol,Manual,Luxury,Third,3098.4,218.0,2375.7,19.81,44099.0,8.9,35.16
TAT-VEH-1437,CNG,Manual,Hatchback,Second,1389.6,117.2,1510.9,24.83,9497.0,9.01,19.98
TAT-VEH-1438,Diesel,Automatic,SUV,Second,1391.4,,1544.6,19.04,12423.0,9.21,19.04
TAT-VEH-1439,Petrol,Automatic,Sedan,First,1020.6,78.9,1360.4,20.41,45735.0,,13.58
TAT-VEH-1440,Petrol,Manual,Sedan,Second,1398.8,104.8,1515.7,11.21,8175.0,10.0,21.05
TAT-VEH-1441,Electric,Automatic,SUV,First,0.0,,1050.8,18.79,15866.0,,18.1
TAT-VEH-1442,Petrol,Manual,Luxury,First,3431.9,260.0,2599.1,10.65,83148.0,7.71,39.94
TAT-VEH-1443,Petrol,Automatic,Luxury,First,2366.7,183.2,2037.3,,19827.0,9.55,28.69
TAT-VEH-1444,CNG,Manual,Sedan,First,896.5,46.3,1139.4,24.83,32130.0,8.24,11.48
TAT-VEH-1445,Electric,Automatic,Sedan,First,0.0,126.5,1095.2,,129467.0,6.17,17.38
TAT-VEH-1446,Electric,Manual,SUV,First,0.0,133.6,1107.0,22.61,13595.0,9.39,20.53
TAT-VEH-1447,Diesel,Automatic,Hatchback,First,1282.7,99.3,1524.2,17.87,24216.0,9.3,18.12
TAT-VEH-1448,Petrol,Automatic,Sedan,Second,1546.7,130.3,1679.9,15.51,43966.0,8.61,22.96
TAT-VEH-1449,Petrol,Automatic,Sedan,First,1280.0,86.7,1380.5,15.85,65355.0,8.16,16.9
TAT-VEH-1450,Diesel,Manual,SUV,Third,1751.6,125.4,1717.6,14.32,106367.0,6.57,19.99
TAT-VEH-1451,Diesel,Manual,Hatchback,Second,1051.5,72.7,1252.2,26.59,113181.0,6.6,9.41
TAT-VEH-1452,Petrol,Manual,Hatchback,Second,1213.6,81.4,1413.1,17.06,69454.0,7.08,11.63
TAT-VEH-1453,CNG,Manual,Luxury,First,,201.5,2187.8,24.92,13664.0,9.22,32.9
TAT-VEH-1454,Petrol,Manual,Hatchback,Second,1271.1,104.6,1405.2,17.35,3131.0,10.0,19.56
TAT-VEH-1455,Diesel,Automatic,Sedan,First,927.1,56.9,1230.7,20.99,23786.0,,11.05
TAT-VEH-1456,Petrol,Manual,Hatchback,Second,1068.5,85.3,1203.5,15.08,8868.0,9.53,16.19
TAT-VEH-1457,Diesel,Manual,Hatchback,First,1028.1,56.7,1164.0,17.23,57765.0,9.29,9.48
TAT-VEH-1458,Petrol,Manual,Hatchback,Second,1158.5,80.2,1347.1,17.3,50696.0,7.54,12.74
TAT-VEH-1459,Petrol,Manual,Hatchback,Third,1116.3,79.8,1344.3,16.66,4024.0,9.02,14.37
TAT-VEH-1460,Petrol,Automatic,SUV,First,2197.5,184.9,1962.9,13.07,83518.0,8.44,31.01
TAT-VEH-1461,Diesel,Manual,Hatchback,First,918.1,65.6,1156.4,22.97,14870.0,9.4,14.39
TAT-VEH-1462,Diesel,Automatic,Luxury,Second,3011.2,199.4,2261.5,19.82,27472.0,8.87,36.73
TAT-VEH-1463,Diesel,Manual,Sedan,First,1609.7,,1574.7,21.04,51609.0,,18.22
TAT-VEH-1464,Electric,Automatic,Sedan,Second,0.0,140.9,1131.3,25.48,27249.0,9.29,20.83
TAT-VEH-1465,Petrol,Automatic,Sedan,First,,147.6,1772.4,15.57,28195.0,9.32,27.43
TAT-VEH-1466,Petrol,Manual,Sedan,First,1401.6,109.6,1572.4,16.45,5055.0,9.0,20.76
TAT-VEH-1467,CNG,Automatic,SUV,Third,2079.1,157.9,1892.3,26.12,25096.0,9.0,27.74
TAT-VEH-1468,Petrol,Manual,Hatchback,Second,926.4,83.4,1245.4,13.33,67139.0,7.68,13.49
TAT-VEH-1469,Electric,Automatic,Sedan,Second,0.0,126.5,1052.2,22.14,113023.0,6.72,11.5
TAT-VEH-1470,Petrol,Manual,SUV,First,1400.0,,1459.1,15.88,26011.0,,22.55
TAT-VEH-1471,Electric,Automatic,Luxury,Second,0.0,99.2,992.6,19.61,26792.0,,16.53
TAT-VEH-1472,Petrol,Automatic,SUV,First,2209.2,154.8,1965.8,22.45,56575.0,,26.64
TAT-VEH-1473,CNG,Automatic,Sedan,First,1496.9,90.6,1534.7,21.69,130732.0,5.85,13.22
TAT-VEH-1474,Diesel,Automatic,SUV,Second,2292.6,,2044.0,15.37,15981.0,9.21,30.06
TAT-VEH-1475,Electric,Manual,Sedan,First,0.0,138.8,1081.9,25.29,28103.0,8.92,20.05
TAT-VEH-1476,Petrol,Manual,Sedan,First,1223.3,93.1,1478.2,17.64,73528.0,7.23,16.55
TAT-VEH-1477,Diesel,Manual,Hatchback,First,1275.0,96.4,1427.6,16.13,44337.0,8.27,14.97
TAT-VEH-1478,Electric,Manual,Sedan,Second,0.0,116.8,1115.6,23.52,7274.0,9.43,19.58
TAT-VEH-1479,Diesel,Automatic,Hatchback,First,1477.3,108.5,1537.2,23.11,46466.0,9.44,19.69
TAT-VEH-1480,Diesel,Manual,Hatchback,Second,1260.0,76.5,1417.6,18.92,11302.0,10.0,15.52
