sample_id,class_id,class_name,resolution,channels
IMG_0576,4,Yield_Sign,32x32,3
IMG_0577,4,Yield_Sign,32x32,3
IMG_0578,4,Yield_Sign,32x32,3
IMG_0579,4,Yield_Sign,32x32,3
IMG_0580,4,Yield_Sign,32x32,3
IMG_0581,4,Yield_Sign,32x32,3
IMG_0582,4,Yield_Sign,32x32,3
IMG_0583,4,Yield_Sign,32x32,3
IMG_0584,4,Yield_Sign,32x32,3
IMG_0585,4,Yield_Sign,32x32,3
IMG_0586,4,Yield_Sign,32x32,3
IMG_0587,4,Yield_Sign,32x32,3
IMG_0588,4,Yield_Sign,32x32,3
IMG_0589,4,Yield_Sign,32x32,3
IMG_0590,4,Yield_Sign,32x32,3
IMG_0591,4,Yield_Sign,32x32,3
IMG_0592,4,Yield_Sign,32x32,3
IMG_0593,4,Yield_Sign,32x32,3
IMG_0594,4,Yield_Sign,32x32,3
IMG_0595,4,Yield_Sign,32x32,3
IMG_0596,4,Yield_Sign,32x32,3
IMG_0597,4,Yield_Sign,32x32,3
IMG_0598,4,Yield_Sign,32x32,3
IMG_0599,4,Yield_Sign,32x32,3
IMG_0600,4,Yield_Sign,32x32,3
IMG_0601,5,No_Entry,32x32,3
IMG_0602,5,No_Entry,32x32,3
IMG_0603,5,No_Entry,32x32,3
IMG_0604,5,No_Entry,32x32,3
IMG_0605,5,No_Entry,32x32,3
IMG_0606,5,No_Entry,32x32,3
IMG_0607,5,No_Entry,32x32,3
IMG_0608,5,No_Entry,32x32,3
IMG_0609,5,No_Entry,32x32,3
IMG_0610,5,No_Entry,32x32,3
IMG_0611,5,No_Entry,32x32,3
IMG_0612,5,No_Entry,32x32,3
IMG_0613,5,No_Entry,32x32,3
IMG_0614,5,No_Entry,32x32,3
IMG_0615,5,No_Entry,32x32,3
IMG_0616,5,No_Entry,32x32,3
IMG_0617,5,No_Entry,32x32,3
IMG_0618,5,No_Entry,32x32,3
IMG_0619,5,No_Entry,32x32,3
IMG_0620,5,No_Entry,32x32,3
IMG_0621,5,No_Entry,32x32,3
IMG_0622,5,No_Entry,32x32,3
IMG_0623,5,No_Entry,32x32,3
IMG_0624,5,No_Entry,32x32,3
IMG_0625,5,No_Entry,32x32,3
IMG_0626,5,No_Entry,32x32,3
IMG_0627,5,No_Entry,32x32,3
IMG_0628,5,No_Entry,32x32,3
IMG_0629,5,No_Entry,32x32,3
IMG_0630,5,No_Entry,32x32,3
IMG_0631,5,No_Entry,32x32,3
IMG_0632,5,No_Entry,32x32,3
IMG_0633,5,No_Entry,32x32,3
IMG_0634,5,No_Entry,32x32,3
IMG_0635,5,No_Entry,32x32,3
IMG_0636,5,No_Entry,32x32,3
IMG_0637,5,No_Entry,32x32,3
IMG_0638,5,No_Entry,32x32,3
IMG_0639,5,No_Entry,32x32,3
IMG_0640,5,No_Entry,32x32,3
IMG_0641,5,No_Entry,32x32,3
IMG_0642,5,No_Entry,32x32,3
IMG_0643,5,No_Entry,32x32,3
IMG_0644,5,No_Entry,32x32,3
IMG_0645,5,No_Entry,32x32,3
IMG_0646,5,No_Entry,32x32,3
IMG_0647,5,No_Entry,32x32,3
IMG_0648,5,No_Entry,32x32,3
IMG_0649,5,No_Entry,32x32,3
IMG_0650,5,No_Entry,32x32,3
IMG_0651,5,No_Entry,32x32,3
IMG_0652,5,No_Entry,32x32,3
IMG_0653,5,No_Entry,32x32,3
IMG_0654,5,No_Entry,32x32,3
IMG_0655,5,No_Entry,32x32,3
IMG_0656,5,No_Entry,32x32,3
IMG_0657,5,No_Entry,32x32,3
IMG_0658,5,No_Entry,32x32,3
IMG_0659,5,No_Entry,32x32,3
IMG_0660,5,No_Entry,32x32,3
IMG_0661,5,No_Entry,32x32,3
IMG_0662,5,No_Entry,32x32,3
IMG_0663,5,No_Entry,32x32,3
IMG_0664,5,No_Entry,32x32,3
IMG_0665,5,No_Entry,32x32,3
IMG_0666,5,No_Entry,32x32,3
IMG_0667,5,No_Entry,32x32,3
IMG_0668,5,No_Entry,32x32,3
IMG_0669,5,No_Entry,32x32,3
IMG_0670,5,No_Entry,32x32,3
IMG_0671,5,No_Entry,32x32,3
IMG_0672,5,No_Entry,32x32,3
IMG_0673,5,No_Entry,32x32,3
IMG_0674,5,No_Entry,32x32,3
IMG_0675,5,No_Entry,32x32,3
IMG_0676,5,No_Entry,32x32,3
IMG_0677,5,No_Entry,32x32,3
IMG_0678,5,No_Entry,32x32,3
IMG_0679,5,No_Entry,32x32,3
IMG_0680,5,No_Entry,32x32,3
IMG_0681,5,No_Entry,32x32,3
IMG_0682,5,No_Entry,32x32,3
IMG_0683,5,No_Entry,32x32,3
IMG_0684,5,No_Entry,32x32,3
IMG_0685,5,No_Entry,32x32,3
IMG_0686,5,No_Entry,32x32,3
IMG_0687,5,No_Entry,32x32,3
IMG_0688,5,No_Entry,32x32,3
IMG_0689,5,No_Entry,32x32,3
IMG_0690,5,No_Entry,32x32,3
IMG_0691,5,No_Entry,32x32,3
IMG_0692,5,No_Entry,32x32,3
IMG_0693,5,No_Entry,32x32,3
IMG_0694,5,No_Entry,32x32,3
IMG_0695,5,No_Entry,32x32,3
IMG_0696,5,No_Entry,32x32,3
IMG_0697,5,No_Entry,32x32,3
IMG_0698,5,No_Entry,32x32,3
IMG_0699,5,No_Entry,32x32,3
IMG_0700,5,No_Entry,32x32,3
IMG_0701,5,No_Entry,32x32,3
IMG_0702,5,No_Entry,32x32,3
IMG_0703,5,No_Entry,32x32,3
IMG_0704,5,No_Entry,32x32,3
IMG_0705,5,No_Entry,32x32,3
IMG_0706,5,No_Entry,32x32,3
IMG_0707,5,No_Entry,32x32,3
IMG_0708,5,No_Entry,32x32,3
IMG_0709,5,No_Entry,32x32,3
IMG_0710,5,No_Entry,32x32,3
IMG_0711,5,No_Entry,32x32,3
IMG_0712,5,No_Entry,32x32,3
IMG_0713,5,No_Entry,32x32,3
IMG_0714,5,No_Entry,32x32,3
IMG_0715,5,No_Entry,32x32,3
IMG_0716,5,No_Entry,32x32,3
IMG_0717,5,No_Entry,32x32,3
IMG_0718,5,No_Entry,32x32,3
IMG_0719,5,No_Entry,32x32,3
IMG_0720,5,No_Entry,32x32,3
IMG_0721,6,Turn_Right,32x32,3
IMG_0722,6,Turn_Right,32x32,3
IMG_0723,6,Turn_Right,32x32,3
IMG_0724,6,Turn_Right,32x32,3
IMG_0725,6,Turn_Right,32x32,3
IMG_0726,6,Turn_Right,32x32,3
IMG_0727,6,Turn_Right,32x32,3
IMG_0728,6,Turn_Right,32x32,3
IMG_0729,6,Turn_Right,32x32,3
IMG_0730,6,Turn_Right,32x32,3
IMG_0731,6,Turn_Right,32x32,3
IMG_0732,6,Turn_Right,32x32,3
IMG_0733,6,Turn_Right,32x32,3
IMG_0734,6,Turn_Right,32x32,3
IMG_0735,6,Turn_Right,32x32,3
IMG_0736,6,Turn_Right,32x32,3
IMG_0737,6,Turn_Right,32x32,3
IMG_0738,6,Turn_Right,32x32,3
IMG_0739,6,Turn_Right,32x32,3
IMG_0740,6,Turn_Right,32x32,3
IMG_0741,6,Turn_Right,32x32,3
IMG_0742,6,Turn_Right,32x32,3
IMG_0743,6,Turn_Right,32x32,3
IMG_0744,6,Turn_Right,32x32,3
IMG_0745,6,Turn_Right,32x32,3
IMG_0746,6,Turn_Right,32x32,3
IMG_0747,6,Turn_Right,32x32,3
IMG_0748,6,Turn_Right,32x32,3
IMG_0749,6,Turn_Right,32x32,3
IMG_0750,6,Turn_Right,32x32,3
IMG_0751,6,Turn_Right,32x32,3
IMG_0752,6,Turn_Right,32x32,3
IMG_0753,6,Turn_Right,32x32,3
IMG_0754,6,Turn_Right,32x32,3
IMG_0755,6,Turn_Right,32x32,3
IMG_0756,6,Turn_Right,32x32,3
IMG_0757,6,Turn_Right,32x32,3
IMG_0758,6,Turn_Right,32x32,3
IMG_0759,6,Turn_Right,32x32,3
IMG_0760,6,Turn_Right,32x32,3
IMG_0761,6,Turn_Right,32x32,3
IMG_0762,6,Turn_Right,32x32,3
IMG_0763,6,Turn_Right,32x32,3
IMG_0764,6,Turn_Right,32x32,3
IMG_0765,6,Turn_Right,32x32,3
IMG_0766,6,Turn_Right,32x32,3
IMG_0767,6,Turn_Right,32x32,3
IMG_0768,6,Turn_Right,32x32,3
IMG_0769,6,Turn_Right,32x32,3
IMG_0770,6,Turn_Right,32x32,3
IMG_0771,6,Turn_Right,32x32,3
IMG_0772,6,Turn_Right,32x32,3
IMG_0773,6,Turn_Right,32x32,3
IMG_0774,6,Turn_Right,32x32,3
IMG_0775,6,Turn_Right,32x32,3
IMG_0776,6,Turn_Right,32x32,3
IMG_0777,6,Turn_Right,32x32,3
IMG_0778,6,Turn_Right,32x32,3
IMG_0779,6,Turn_Right,32x32,3
IMG_0780,6,Turn_Right,32x32,3
IMG_0781,6,Turn_Right,32x32,3
IMG_0782,6,Turn_Right,32x32,3
IMG_0783,6,Turn_Right,32x32,3
IMG_0784,6,Turn_Right,32x32,3
IMG_0785,6,Turn_Right,32x32,3
IMG_0786,6,Turn_Right,32x32,3
IMG_0787,6,Turn_Right,32x32,3
IMG_0788,6,Turn_Right,32x32,3
IMG_0789,6,Turn_Right,32x32,3
IMG_0790,6,Turn_Right,32x32,3
IMG_0791,6,Turn_Right,32x32,3
IMG_0792,6,Turn_Right,32x32,3
IMG_0793,6,Turn_Right,32x32,3
IMG_0794,6,Turn_Right,32x32,3
IMG_0795,6,Turn_Right,32x32,3
IMG_0796,6,Turn_Right,32x32,3
IMG_0797,6,Turn_Right,32x32,3
IMG_0798,6,Turn_Right,32x32,3
IMG_0799,6,Turn_Right,32x32,3
IMG_0800,6,Turn_Right,32x32,3
IMG_0801,6,Turn_Right,32x32,3
IMG_0802,6,Turn_Right,32x32,3
IMG_0803,6,Turn_Right,32x32,3
IMG_0804,6,Turn_Right,32x32,3
IMG_0805,6,Turn_Right,32x32,3
IMG_0806,6,Turn_Right,32x32,3
IMG_0807,6,Turn_Right,32x32,3
IMG_0808,6,Turn_Right,32x32,3
IMG_0809,6,Turn_Right,32x32,3
IMG_0810,6,Turn_Right,32x32,3
IMG_0811,6,Turn_Right,32x32,3
IMG_0812,6,Turn_Right,32x32,3
IMG_0813,6,Turn_Right,32x32,3
IMG_0814,6,Turn_Right,32x32,3
IMG_0815,6,Turn_Right,32x32,3
IMG_0816,6,Turn_Right,32x32,3
IMG_0817,6,Turn_Right,32x32,3
IMG_0818,6,Turn_Right,32x32,3
IMG_0819,6,Turn_Right,32x32,3
IMG_0820,6,Turn_Right,32x32,3
IMG_0821,6,Turn_Right,32x32,3
IMG_0822,6,Turn_Right,32x32,3
IMG_0823,6,Turn_Right,32x32,3
IMG_0824,6,Turn_Right,32x32,3
IMG_0825,6,Turn_Right,32x32,3
IMG_0826,6,Turn_Right,32x32,3
IMG_0827,6,Turn_Right,32x32,3
IMG_0828,6,Turn_Right,32x32,3
IMG_0829,6,Turn_Right,32x32,3
IMG_0830,6,Turn_Right,32x32,3
IMG_0831,6,Turn_Right,32x32,3
IMG_0832,6,Turn_Right,32x32,3
IMG_0833,6,Turn_Right,32x32,3
IMG_0834,6,Turn_Right,32x32,3
IMG_0835,6,Turn_Right,32x32,3
IMG_0836,6,Turn_Right,32x32,3
IMG_0837,6,Turn_Right,32x32,3
IMG_0838,6,Turn_Right,32x32,3
IMG_0839,6,Turn_Right,32x32,3
IMG_0840,6,Turn_Right,32x32,3
IMG_0841,7,Turn_Left,32x32,3
IMG_0842,7,Turn_Left,32x32,3
IMG_0843,7,Turn_Left,32x32,3
IMG_0844,7,Turn_Left,32x32,3
IMG_0845,7,Turn_Left,32x32,3
IMG_0846,7,Turn_Left,32x32,3
IMG_0847,7,Turn_Left,32x32,3
IMG_0848,7,Turn_Left,32x32,3
IMG_0849,7,Turn_Left,32x32,3
IMG_0850,7,Turn_Left,32x32,3
IMG_0851,7,Turn_Left,32x32,3
IMG_0852,7,Turn_Left,32x32,3
IMG_0853,7,Turn_Left,32x32,3
IMG_0854,7,Turn_Left,32x32,3
IMG_0855,7,Turn_Left,32x32,3
IMG_0856,7,Turn_Left,32x32,3
IMG_0857,7,Turn_Left,32x32,3
IMG_0858,7,Turn_Left,32x32,3
IMG_0859,7,Turn_Left,32x32,3
IMG_0860,7,Turn_Left,32x32,3
IMG_0861,7,Turn_Left,32x32,3
IMG_0862,7,Turn_Left,32x32,3
IMG_0863,7,Turn_Left,32x32,3
IMG_0864,7,Turn_Left,32x32,3
IMG_0865,7,Turn_Left,32x32,3
IMG_0866,7,Turn_Left,32x32,3
IMG_0867,7,Turn_Left,32x32,3
IMG_0868,7,Turn_Left,32x32,3
IMG_0869,7,Turn_Left,32x32,3
IMG_0870,7,Turn_Left,32x32,3
IMG_0871,7,Turn_Left,32x32,3
IMG_0872,7,Turn_Left,32x32,3
IMG_0873,7,Turn_Left,32x32,3
IMG_0874,7,Turn_Left,32x32,3
IMG_0875,7,Turn_Left,32x32,3
IMG_0876,7,Turn_Left,32x32,3
IMG_0877,7,Turn_Left,32x32,3
IMG_0878,7,Turn_Left,32x32,3
IMG_0879,7,Turn_Left,32x32,3
IMG_0880,7,Turn_Left,32x32,3
IMG_0881,7,Turn_Left,32x32,3
IMG_0882,7,Turn_Left,32x32,3
IMG_0883,7,Turn_Left,32x32,3
IMG_0884,7,Turn_Left,32x32,3
IMG_0885,7,Turn_Left,32x32,3
IMG_0886,7,Turn_Left,32x32,3
IMG_0887,7,Turn_Left,32x32,3
IMG_0888,7,Turn_Left,32x32,3
IMG_0889,7,Turn_Left,32x32,3
IMG_0890,7,Turn_Left,32x32,3
IMG_0891,7,Turn_Left,32x32,3
IMG_0892,7,Turn_Left,32x32,3
IMG_0893,7,Turn_Left,32x32,3
IMG_0894,7,Turn_Left,32x32,3
IMG_0895,7,Turn_Left,32x32,3
IMG_0896,7,Turn_Left,32x32,3
IMG_0897,7,Turn_Left,32x32,3
IMG_0898,7,Turn_Left,32x32,3
IMG_0899,7,Turn_Left,32x32,3
IMG_0900,7,Turn_Left,32x32,3
IMG_0901,7,Turn_Left,32x32,3
IMG_0902,7,Turn_Left,32x32,3
IMG_0903,7,Turn_Left,32x32,3
IMG_0904,7,Turn_Left,32x32,3
IMG_0905,7,Turn_Left,32x32,3
IMG_0906,7,Turn_Left,32x32,3
IMG_0907,7,Turn_Left,32x32,3
IMG_0908,7,Turn_Left,32x32,3
IMG_0909,7,Turn_Left,32x32,3
IMG_0910,7,Turn_Left,32x32,3
IMG_0911,7,Turn_Left,32x32,3
IMG_0912,7,Turn_Left,32x32,3
IMG_0913,7,Turn_Left,32x32,3
IMG_0914,7,Turn_Left,32x32,3
IMG_0915,7,Turn_Left,32x32,3
IMG_0916,7,Turn_Left,32x32,3
IMG_0917,7,Turn_Left,32x32,3
IMG_0918,7,Turn_Left,32x32,3
IMG_0919,7,Turn_Left,32x32,3
IMG_0920,7,Turn_Left,32x32,3
IMG_0921,7,Turn_Left,32x32,3
IMG_0922,7,Turn_Left,32x32,3
IMG_0923,7,Turn_Left,32x32,3
IMG_0924,7,Turn_Left,32x32,3
IMG_0925,7,Turn_Left,32x32,3
IMG_0926,7,Turn_Left,32x32,3
IMG_0927,7,Turn_Left,32x32,3
IMG_0928,7,Turn_Left,32x32,3
IMG_0929,7,Turn_Left,32x32,3
IMG_0930,7,Turn_Left,32x32,3
IMG_0931,7,Turn_Left,32x32,3
IMG_0932,7,Turn_Left,32x32,3
IMG_0933,7,Turn_Left,32x32,3
IMG_0934,7,Turn_Left,32x32,3
IMG_0935,7,Turn_Left,32x32,3
IMG_0936,7,Turn_Left,32x32,3
IMG_0937,7,Turn_Left,32x32,3
IMG_0938,7,Turn_Left,32x32,3
IMG_0939,7,Turn_Left,32x32,3
IMG_0940,7,Turn_Left,32x32,3
IMG_0941,7,Turn_Left,32x32,3
IMG_0942,7,Turn_Left,32x32,3
IMG_0943,7,Turn_Left,32x32,3
IMG_0944,7,Turn_Left,32x32,3
IMG_0945,7,Turn_Left,32x32,3
IMG_0946,7,Turn_Left,32x32,3
IMG_0947,7,Turn_Left,32x32,3
IMG_0948,7,Turn_Left,32x32,3
IMG_0949,7,Turn_Left,32x32,3
IMG_0950,7,Turn_Left,32x32,3
IMG_0951,7,Turn_Left,32x32,3
IMG_0952,7,Turn_Left,32x32,3
IMG_0953,7,Turn_Left,32x32,3
IMG_0954,7,Turn_Left,32x32,3
IMG_0955,7,Turn_Left,32x32,3
IMG_0956,7,Turn_Left,32x32,3
IMG_0957,7,Turn_Left,32x32,3
IMG_0958,7,Turn_Left,32x32,3
IMG_0959,7,Turn_Left,32x32,3
IMG_0960,7,Turn_Left,32x32,3
IMG_0961,8,Pedestrians,32x32,3
IMG_0962,8,Pedestrians,32x32,3
IMG_0963,8,Pedestrians,32x32,3
IMG_0964,8,Pedestrians,32x32,3
IMG_0965,8,Pedestrians,32x32,3
IMG_0966,8,Pedestrians,32x32,3
IMG_0967,8,Pedestrians,32x32,3
IMG_0968,8,Pedestrians,32x32,3
IMG_0969,8,Pedestrians,32x32,3
IMG_0970,8,Pedestrians,32x32,3
IMG_0971,8,Pedestrians,32x32,3
IMG_0972,8,Pedestrians,32x32,3
IMG_0973,8,Pedestrians,32x32,3
IMG_0974,8,Pedestrians,32x32,3
IMG_0975,8,Pedestrians,32x32,3
IMG_0976,8,Pedestrians,32x32,3
IMG_0977,8,Pedestrians,32x32,3
IMG_0978,8,Pedestrians,32x32,3
IMG_0979,8,Pedestrians,32x32,3
IMG_0980,8,Pedestrians,32x32,3
IMG_0981,8,Pedestrians,32x32,3
IMG_0982,8,Pedestrians,32x32,3
IMG_0983,8,Pedestrians,32x32,3
IMG_0984,8,Pedestrians,32x32,3
IMG_0985,8,Pedestrians,32x32,3
IMG_0986,8,Pedestrians,32x32,3
IMG_0987,8,Pedestrians,32x32,3
IMG_0988,8,Pedestrians,32x32,3
IMG_0989,8,Pedestrians,32x32,3
IMG_0990,8,Pedestrians,32x32,3
IMG_0991,8,Pedestrians,32x32,3
IMG_0992,8,Pedestrians,32x32,3
IMG_0993,8,Pedestrians,32x32,3
IMG_0994,8,Pedestrians,32x32,3
IMG_0995,8,Pedestrians,32x32,3
IMG_0996,8,Pedestrians,32x32,3
IMG_0997,8,Pedestrians,32x32,3
IMG_0998,8,Pedestrians,32x32,3
IMG_0999,8,Pedestrians,32x32,3
IMG_1000,8,Pedestrians,32x32,3
IMG_1001,8,Pedestrians,32x32,3
IMG_1002,8,Pedestrians,32x32,3
IMG_1003,8,Pedestrians,32x32,3
IMG_1004,8,Pedestrians,32x32,3
IMG_1005,8,Pedestrians,32x32,3
IMG_1006,8,Pedestrians,32x32,3
IMG_1007,8,Pedestrians,32x32,3
IMG_1008,8,Pedestrians,32x32,3
IMG_1009,8,Pedestrians,32x32,3
IMG_1010,8,Pedestrians,32x32,3
IMG_1011,8,Pedestrians,32x32,3
IMG_1012,8,Pedestrians,32x32,3
IMG_1013,8,Pedestrians,32x32,3
IMG_1014,8,Pedestrians,32x32,3
IMG_1015,8,Pedestrians,32x32,3
IMG_1016,8,Pedestrians,32x32,3
IMG_1017,8,Pedestrians,32x32,3
IMG_1018,8,Pedestrians,32x32,3
IMG_1019,8,Pedestrians,32x32,3
IMG_1020,8,Pedestrians,32x32,3
IMG_1021,8,Pedestrians,32x32,3
IMG_1022,8,Pedestrians,32x32,3
IMG_1023,8,Pedestrians,32x32,3
IMG_1024,8,Pedestrians,32x32,3
IMG_1025,8,Pedestrians,32x32,3
IMG_1026,8,Pedestrians,32x32,3
IMG_1027,8,Pedestrians,32x32,3
IMG_1028,8,Pedestrians,32x32,3
IMG_1029,8,Pedestrians,32x32,3
IMG_1030,8,Pedestrians,32x32,3
IMG_1031,8,Pedestrians,32x32,3
IMG_1032,8,Pedestrians,32x32,3
IMG_1033,8,Pedestrians,32x32,3
IMG_1034,8,Pedestrians,32x32,3
IMG_1035,8,Pedestrians,32x32,3
IMG_1036,8,Pedestrians,32x32,3
IMG_1037,8,Pedestrians,32x32,3
IMG_1038,8,Pedestrians,32x32,3
IMG_1039,8,Pedestrians,32x32,3
IMG_1040,8,Pedestrians,32x32,3
IMG_1041,8,Pedestrians,32x32,3
IMG_1042,8,Pedestrians,32x32,3
IMG_1043,8,Pedestrians,32x32,3
IMG_1044,8,Pedestrians,32x32,3
IMG_1045,8,Pedestrians,32x32,3
IMG_1046,8,Pedestrians,32x32,3
IMG_1047,8,Pedestrians,32x32,3
IMG_1048,8,Pedestrians,32x32,3
IMG_1049,8,Pedestrians,32x32,3
IMG_1050,8,Pedestrians,32x32,3
IMG_1051,8,Pedestrians,32x32,3
IMG_1052,8,Pedestrians,32x32,3
IMG_1053,8,Pedestrians,32x32,3
IMG_1054,8,Pedestrians,32x32,3
IMG_1055,8,Pedestrians,32x32,3
IMG_1056,8,Pedestrians,32x32,3
IMG_1057,8,Pedestrians,32x32,3
IMG_1058,8,Pedestrians,32x32,3
IMG_1059,8,Pedestrians,32x32,3
IMG_1060,8,Pedestrians,32x32,3
IMG_1061,8,Pedestrians,32x32,3
IMG_1062,8,Pedestrians,32x32,3
IMG_1063,8,Pedestrians,32x32,3
IMG_1064,8,Pedestrians,32x32,3
IMG_1065,8,Pedestrians,32x32,3
IMG_1066,8,Pedestrians,32x32,3
IMG_1067,8,Pedestrians,32x32,3
IMG_1068,8,Pedestrians,32x32,3
IMG_1069,8,Pedestrians,32x32,3
IMG_1070,8,Pedestrians,32x32,3
IMG_1071,8,Pedestrians,32x32,3
IMG_1072,8,Pedestrians,32x32,3
IMG_1073,8,Pedestrians,32x32,3
IMG_1074,8,Pedestrians,32x32,3
IMG_1075,8,Pedestrians,32x32,3
IMG_1076,8,Pedestrians,32x32,3
IMG_1077,8,Pedestrians,32x32,3
IMG_1078,8,Pedestrians,32x32,3
IMG_1079,8,Pedestrians,32x32,3
IMG_1080,8,Pedestrians,32x32,3
IMG_1081,9,Traffic_Signal,32x32,3
IMG_1082,9,Traffic_Signal,32x32,3
IMG_1083,9,Traffic_Signal,32x32,3
IMG_1084,9,Traffic_Signal,32x32,3
IMG_1085,9,Traffic_Signal,32x32,3
IMG_1086,9,Traffic_Signal,32x32,3
IMG_1087,9,Traffic_Signal,32x32,3
IMG_1088,9,Traffic_Signal,32x32,3
IMG_1089,9,Traffic_Signal,32x32,3
IMG_1090,9,Traffic_Signal,32x32,3
IMG_1091,9,Traffic_Signal,32x32,3
IMG_1092,9,Traffic_Signal,32x32,3
IMG_1093,9,Traffic_Signal,32x32,3
IMG_1094,9,Traffic_Signal,32x32,3
IMG_1095,9,Traffic_Signal,32x32,3
IMG_1096,9,Traffic_Signal,32x32,3
IMG_1097,9,Traffic_Signal,32x32,3
IMG_1098,9,Traffic_Signal,32x32,3
IMG_1099,9,Traffic_Signal,32x32,3
IMG_1100,9,Traffic_Signal,32x32,3
IMG_1101,9,Traffic_Signal,32x32,3
IMG_1102,9,Traffic_Signal,32x32,3
IMG_1103,9,Traffic_Signal,32x32,3
IMG_1104,9,Traffic_Signal,32x32,3
IMG_1105,9,Traffic_Signal,32x32,3
IMG_1106,9,Traffic_Signal,32x32,3
IMG_1107,9,Traffic_Signal,32x32,3
IMG_1108,9,Traffic_Signal,32x32,3
IMG_1109,9,Traffic_Signal,32x32,3
IMG_1110,9,Traffic_Signal,32x32,3
IMG_1111,9,Traffic_Signal,32x32,3
IMG_1112,9,Traffic_Signal,32x32,3
IMG_1113,9,Traffic_Signal,32x32,3
IMG_1114,9,Traffic_Signal,32x32,3
IMG_1115,9,Traffic_Signal,32x32,3
IMG_1116,9,Traffic_Signal,32x32,3
IMG_1117,9,Traffic_Signal,32x32,3
IMG_1118,9,Traffic_Signal,32x32,3
IMG_1119,9,Traffic_Signal,32x32,3
IMG_1120,9,Traffic_Signal,32x32,3
IMG_1121,9,Traffic_Signal,32x32,3
IMG_1122,9,Traffic_Signal,32x32,3
IMG_1123,9,Traffic_Signal,32x32,3
IMG_1124,9,Traffic_Signal,32x32,3
IMG_1125,9,Traffic_Signal,32x32,3
IMG_1126,9,Traffic_Signal,32x32,3
IMG_1127,9,Traffic_Signal,32x32,3
IMG_1128,9,Traffic_Signal,32x32,3
IMG_1129,9,Traffic_Signal,32x32,3
IMG_1130,9,Traffic_Signal,32x32,3
IMG_1131,9,Traffic_Signal,32x32,3
IMG_1132,9,Traffic_Signal,32x32,3
IMG_1133,9,Traffic_Signal,32x32,3
IMG_1134,9,Traffic_Signal,32x32,3
IMG_1135,9,Traffic_Signal,32x32,3
IMG_1136,9,Traffic_Signal,32x32,3
IMG_1137,9,Traffic_Signal,32x32,3
IMG_1138,9,Traffic_Signal,32x32,3
IMG_1139,9,Traffic_Signal,32x32,3
IMG_1140,9,Traffic_Signal,32x32,3
IMG_1141,9,Traffic_Signal,32x32,3
IMG_1142,9,Traffic_Signal,32x32,3
IMG_1143,9,Traffic_Signal,32x32,3
IMG_1144,9,Traffic_Signal,32x32,3
IMG_1145,9,Traffic_Signal,32x32,3
IMG_1146,9,Traffic_Signal,32x32,3
IMG_1147,9,Traffic_Signal,32x32,3
IMG_1148,9,Traffic_Signal,32x32,3
IMG_1149,9,Traffic_Signal,32x32,3
IMG_1150,9,Traffic_Signal,32x32,3
IMG_1151,9,Traffic_Signal,32x32,3
IMG_1152,9,Traffic_Signal,32x32,3
IMG_1153,9,Traffic_Signal,32x32,3
IMG_1154,9,Traffic_Signal,32x32,3
IMG_1155,9,Traffic_Signal,32x32,3
IMG_1156,9,Traffic_Signal,32x32,3
IMG_1157,9,Traffic_Signal,32x32,3
IMG_1158,9,Traffic_Signal,32x32,3
IMG_1159,9,Traffic_Signal,32x32,3
IMG_1160,9,Traffic_Signal,32x32,3
IMG_1161,9,Traffic_Signal,32x32,3
IMG_1162,9,Traffic_Signal,32x32,3
IMG_1163,9,Traffic_Signal,32x32,3
IMG_1164,9,Traffic_Signal,32x32,3
IMG_1165,9,Traffic_Signal,32x32,3
IMG_1166,9,Traffic_Signal,32x32,3
IMG_1167,9,Traffic_Signal,32x32,3
IMG_1168,9,Traffic_Signal,32x32,3
IMG_1169,9,Traffic_Signal,32x32,3
IMG_1170,9,Traffic_Signal,32x32,3
IMG_1171,9,Traffic_Signal,32x32,3
IMG_1172,9,Traffic_Signal,32x32,3
IMG_1173,9,Traffic_Signal,32x32,3
IMG_1174,9,Traffic_Signal,32x32,3
IMG_1175,9,Traffic_Signal,32x32,3
IMG_1176,9,Traffic_Signal,32x32,3
IMG_1177,9,Traffic_Signal,32x32,3
IMG_1178,9,Traffic_Signal,32x32,3
IMG_1179,9,Traffic_Signal,32x32,3
IMG_1180,9,Traffic_Signal,32x32,3
IMG_1181,9,Traffic_Signal,32x32,3
IMG_1182,9,Traffic_Signal,32x32,3
IMG_1183,9,Traffic_Signal,32x32,3
IMG_1184,9,Traffic_Signal,32x32,3
IMG_1185,9,Traffic_Signal,32x32,3
IMG_1186,9,Traffic_Signal,32x32,3
IMG_1187,9,Traffic_Signal,32x32,3
IMG_1188,9,Traffic_Signal,32x32,3
IMG_1189,9,Traffic_Signal,32x32,3
IMG_1190,9,Traffic_Signal,32x32,3
IMG_1191,9,Traffic_Signal,32x32,3
IMG_1192,9,Traffic_Signal,32x32,3
IMG_1193,9,Traffic_Signal,32x32,3
IMG_1194,9,Traffic_Signal,32x32,3
IMG_1195,9,Traffic_Signal,32x32,3
IMG_1196,9,Traffic_Signal,32x32,3
IMG_1197,9,Traffic_Signal,32x32,3
IMG_1198,9,Traffic_Signal,32x32,3
IMG_1199,9,Traffic_Signal,32x32,3
IMG_1200,9,Traffic_Signal,32x32,3
