device_id,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_mode,failure
ECU_SENS_01342,300.49,312.26,1613.4,52.3,111.7,No_Failure,0
ECU_SENS_01343,300.49,312.15,1537.8,34.03,14.0,No_Failure,0
ECU_SENS_01344,298.99,308.53,1630.5,16.1,62.9,Power_Failure,1
ECU_SENS_01345,299.06,308.46,1150.0,35.88,104.7,No_Failure,0
ECU_SENS_01346,300.46,310.93,1476.6,49.13,37.7,No_Failure,0
ECU_SENS_01347,297.1,306.11,1573.4,45.38,227.4,Tool_Wear_Failure,1
ECU_SENS_01348,297.19,307.49,1322.8,44.28,184.0,No_Failure,0
ECU_SENS_01349,298.56,309.33,1599.5,37.2,64.4,Mechanical_Glitch,1
ECU_SENS_01350,299.57,310.8,1493.2,27.21,141.8,No_Failure,0
ECU_SENS_01351,300.62,310.52,1846.0,45.15,173.1,No_Failure,0
ECU_SENS_01352,302.95,312.75,1813.1,31.66,225.9,Tool_Wear_Failure,1
ECU_SENS_01353,301.72,310.84,1446.2,61.84,211.6,Power_Failure,1
ECU_SENS_01354,299.68,308.85,1502.8,45.71,123.6,No_Failure,0
ECU_SENS_01355,299.96,309.74,1516.7,34.19,185.9,No_Failure,0
ECU_SENS_01356,297.99,308.36,1448.7,33.89,134.9,No_Failure,0
ECU_SENS_01357,299.96,310.88,1565.1,39.07,132.6,No_Failure,0
ECU_SENS_01358,299.42,308.62,1393.5,37.6,27.5,No_Failure,0
ECU_SENS_01359,300.65,312.14,1326.5,51.17,30.3,No_Failure,0
ECU_SENS_01360,298.35,308.07,1642.1,41.86,127.1,No_Failure,0
ECU_SENS_01361,301.04,311.02,1643.3,32.68,64.5,No_Failure,0
ECU_SENS_01362,303.07,312.32,1385.2,58.9,5.0,No_Failure,0
ECU_SENS_01363,299.78,307.36,1691.2,40.49,173.5,No_Failure,0
ECU_SENS_01364,300.8,311.69,1416.3,47.69,7.8,No_Failure,0
ECU_SENS_01365,301.38,312.12,1575.6,33.92,142.9,No_Failure,0
ECU_SENS_01366,299.2,308.92,1677.7,43.63,129.4,No_Failure,0
ECU_SENS_01367,300.45,310.52,1523.9,43.11,232.5,No_Failure,0
ECU_SENS_01368,300.03,310.54,1611.9,21.1,116.2,No_Failure,0
ECU_SENS_01369,300.2,308.63,1437.0,60.15,15.3,Power_Failure,1
ECU_SENS_01370,298.45,307.92,1494.6,52.91,132.4,No_Failure,0
ECU_SENS_01371,300.05,310.84,1492.9,36.03,201.9,No_Failure,0
ECU_SENS_01372,301.0,309.74,1395.6,28.98,239.2,Tool_Wear_Failure,1
ECU_SENS_01373,302.9,313.2,1498.2,43.48,103.3,No_Failure,0
ECU_SENS_01374,301.92,310.56,1251.2,40.87,76.9,No_Failure,0
ECU_SENS_01375,304.31,314.77,1441.6,43.56,217.6,No_Failure,0
ECU_SENS_01376,298.47,308.43,1478.7,41.92,45.9,No_Failure,0
ECU_SENS_01377,301.74,310.13,1483.9,45.06,147.7,No_Failure,0
ECU_SENS_01378,300.37,311.53,1486.5,54.47,97.4,No_Failure,0
ECU_SENS_01379,304.38,313.65,1518.9,45.68,9.9,No_Failure,0
ECU_SENS_01380,298.38,307.57,1616.3,29.5,83.3,No_Failure,0
ECU_SENS_01381,298.32,308.52,1687.4,53.63,63.7,Power_Failure,1
ECU_SENS_01382,298.8,309.95,1413.0,56.41,164.7,No_Failure,0
ECU_SENS_01383,295.75,304.74,1313.4,71.52,227.7,Power_Failure,1
ECU_SENS_01384,298.95,309.01,1342.4,28.77,64.3,No_Failure,0
ECU_SENS_01385,298.48,308.91,1442.3,42.43,194.8,No_Failure,0
ECU_SENS_01386,300.3,310.99,1466.7,19.18,13.3,Power_Failure,1
ECU_SENS_01387,300.68,310.86,1391.4,45.53,129.1,No_Failure,0
ECU_SENS_01388,303.75,313.39,1296.7,34.52,16.9,No_Failure,0
ECU_SENS_01389,301.9,311.07,1447.9,59.23,224.2,Overstrain_Failure,1
ECU_SENS_01390,298.85,308.93,1562.7,32.25,183.9,No_Failure,0
ECU_SENS_01391,298.2,307.13,1637.1,23.11,157.9,No_Failure,0
ECU_SENS_01392,300.98,308.06,1429.7,35.29,197.7,No_Failure,0
ECU_SENS_01393,297.36,307.8,1455.7,20.25,155.4,Power_Failure,1
ECU_SENS_01394,303.66,314.57,1363.2,47.51,232.5,Tool_Wear_Failure,1
ECU_SENS_01395,302.36,310.0,1524.3,19.35,171.3,Power_Failure,1
ECU_SENS_01396,299.06,308.05,1377.3,40.28,221.9,No_Failure,0
ECU_SENS_01397,296.57,307.19,1633.2,19.22,124.1,Power_Failure,1
ECU_SENS_01398,302.71,314.77,1208.5,36.8,28.1,No_Failure,0
ECU_SENS_01399,299.77,309.79,1465.3,56.43,126.8,No_Failure,0
ECU_SENS_01400,302.48,311.75,1584.2,43.61,30.4,No_Failure,0
ECU_SENS_01401,296.81,306.63,1563.1,31.37,142.2,No_Failure,0
ECU_SENS_01402,298.8,310.18,2014.7,39.69,115.8,No_Failure,0
ECU_SENS_01403,300.01,309.36,1593.0,40.18,149.4,No_Failure,0
ECU_SENS_01404,300.09,309.29,1349.3,44.73,2.4,No_Failure,0
ECU_SENS_01405,299.1,308.62,1512.8,26.33,46.8,No_Failure,0
ECU_SENS_01406,301.25,310.29,1210.3,45.93,117.9,No_Failure,0
ECU_SENS_01407,297.86,307.99,1515.5,12.96,228.1,Power_Failure,1
ECU_SENS_01408,299.72,311.34,1380.0,33.7,92.1,No_Failure,0
ECU_SENS_01409,300.24,310.56,1694.8,35.12,101.8,No_Failure,0
ECU_SENS_01410,301.03,310.78,1431.1,46.33,171.5,No_Failure,0
ECU_SENS_01411,301.42,311.13,1509.0,40.23,144.9,No_Failure,0
ECU_SENS_01412,297.75,306.19,1415.6,25.94,71.7,No_Failure,0
ECU_SENS_01413,296.93,307.81,1843.0,30.15,98.6,No_Failure,0
ECU_SENS_01414,302.56,312.48,1472.2,41.99,52.2,No_Failure,0
ECU_SENS_01415,300.66,310.48,1859.9,39.21,231.8,Tool_Wear_Failure,1
ECU_SENS_01416,298.5,311.7,1676.5,34.21,31.4,No_Failure,0
ECU_SENS_01417,303.1,313.4,1616.8,35.19,89.2,No_Failure,0
ECU_SENS_01418,300.23,309.48,1596.4,46.96,6.2,No_Failure,0
ECU_SENS_01419,302.36,311.93,1600.9,34.82,53.2,No_Failure,0
ECU_SENS_01420,300.14,311.28,1183.0,39.12,187.3,No_Failure,0
ECU_SENS_01421,304.12,314.23,1479.8,61.7,48.3,Power_Failure,1
ECU_SENS_01422,303.51,312.07,1682.1,25.76,19.2,No_Failure,0
ECU_SENS_01423,299.5,310.42,1521.2,21.48,113.9,Power_Failure,1
ECU_SENS_01424,301.94,311.27,1277.1,47.84,2.4,No_Failure,0
ECU_SENS_01425,301.29,313.16,1520.6,33.21,20.3,No_Failure,0
ECU_SENS_01426,302.74,313.82,1836.7,36.82,193.8,No_Failure,0
ECU_SENS_01427,298.07,307.62,1754.4,32.19,185.2,No_Failure,0
ECU_SENS_01428,301.37,312.65,1518.8,37.4,219.6,Tool_Wear_Failure,1
ECU_SENS_01429,302.12,312.18,1701.3,55.99,205.1,Power_Failure,1
ECU_SENS_01430,296.48,307.34,1464.0,48.02,164.0,No_Failure,0
ECU_SENS_01431,297.63,308.12,1223.3,48.62,12.6,No_Failure,0
ECU_SENS_01432,295.92,305.08,1363.6,25.84,187.9,No_Failure,0
ECU_SENS_01433,299.46,308.82,1811.3,28.49,202.9,No_Failure,0
ECU_SENS_01434,301.44,312.47,1480.7,12.0,191.8,Power_Failure,1
ECU_SENS_01435,303.0,312.67,1486.2,31.91,122.0,No_Failure,0
ECU_SENS_01436,300.15,309.74,1476.0,49.57,55.9,No_Failure,0
ECU_SENS_01437,303.26,312.3,1872.7,45.17,202.9,No_Failure,0
ECU_SENS_01438,297.24,307.66,1822.7,37.78,174.5,No_Failure,0
ECU_SENS_01439,296.59,308.66,1929.4,39.78,235.4,Tool_Wear_Failure,1
ECU_SENS_01440,299.89,308.82,1501.4,33.11,37.4,No_Failure,0
ECU_SENS_01441,300.77,310.79,1583.2,42.05,54.2,No_Failure,0
ECU_SENS_01442,299.93,311.35,1257.0,47.66,50.8,No_Failure,0
ECU_SENS_01443,295.87,305.79,1795.8,23.84,190.2,No_Failure,0
ECU_SENS_01444,299.82,310.27,1319.8,43.0,44.9,No_Failure,0
ECU_SENS_01445,297.39,306.33,1569.0,49.32,16.0,No_Failure,0
ECU_SENS_01446,301.34,311.77,1332.5,35.85,239.7,Tool_Wear_Failure,1
ECU_SENS_01447,300.73,310.55,1424.0,47.01,6.0,No_Failure,0
ECU_SENS_01448,298.12,309.11,1379.3,68.15,200.5,Power_Failure,1
ECU_SENS_01449,298.97,310.16,1420.6,38.96,87.7,No_Failure,0
ECU_SENS_01450,297.88,310.47,1433.0,43.93,202.0,No_Failure,0
ECU_SENS_01451,299.87,310.45,1431.3,32.62,133.1,No_Failure,0
ECU_SENS_01452,301.91,312.24,1680.0,41.81,216.4,No_Failure,0
ECU_SENS_01453,298.03,308.22,1331.1,44.6,222.3,No_Failure,0
ECU_SENS_01454,301.01,310.65,1569.7,41.95,2.2,No_Failure,0
ECU_SENS_01455,298.94,309.28,1749.2,29.8,18.1,No_Failure,0
ECU_SENS_01456,298.41,308.12,1437.6,42.06,60.1,No_Failure,0
ECU_SENS_01457,299.79,309.95,1400.8,54.62,160.6,No_Failure,0
ECU_SENS_01458,297.93,309.25,1488.5,44.49,213.2,Tool_Wear_Failure,1
ECU_SENS_01459,298.89,307.89,1742.4,49.62,110.4,Power_Failure,1
ECU_SENS_01460,297.6,308.74,1564.9,37.63,145.7,No_Failure,0
ECU_SENS_01461,303.93,315.25,1434.4,47.5,45.2,No_Failure,0
ECU_SENS_01462,300.07,309.95,1617.1,42.79,193.2,No_Failure,0
ECU_SENS_01463,298.6,306.48,1331.6,30.49,232.2,Heat_Dissipation_Failure,1
ECU_SENS_01464,300.43,309.82,1652.6,43.19,64.5,No_Failure,0
ECU_SENS_01465,299.78,311.07,1603.5,30.08,118.8,No_Failure,0
ECU_SENS_01466,299.56,309.54,1474.6,33.67,20.7,No_Failure,0
ECU_SENS_01467,301.23,310.23,1379.1,41.89,134.2,No_Failure,0
ECU_SENS_01468,301.52,311.01,1370.4,42.97,120.7,No_Failure,0
ECU_SENS_01469,298.94,309.78,1626.3,28.11,34.7,No_Failure,0
ECU_SENS_01470,298.85,309.4,1751.2,50.54,106.1,Power_Failure,1
ECU_SENS_01471,299.45,309.21,1415.3,45.72,80.2,No_Failure,0
ECU_SENS_01472,295.4,305.03,1612.5,32.95,125.2,No_Failure,0
ECU_SENS_01473,296.97,306.58,1154.3,24.62,140.6,Power_Failure,1
ECU_SENS_01474,302.73,311.81,1424.8,38.55,2.0,No_Failure,0
ECU_SENS_01475,303.29,314.91,1524.4,35.54,182.6,No_Failure,0
ECU_SENS_01476,299.5,309.18,1366.3,41.13,171.1,No_Failure,0
ECU_SENS_01477,301.15,312.37,1361.4,36.37,87.9,No_Failure,0
ECU_SENS_01478,300.62,312.14,1409.8,19.93,12.7,Power_Failure,1
ECU_SENS_01479,306.16,317.16,1582.6,36.12,181.2,No_Failure,0
ECU_SENS_01480,302.24,311.81,1496.3,36.94,229.2,Tool_Wear_Failure,1
ECU_SENS_01481,299.74,310.15,1150.0,46.34,57.6,No_Failure,0
ECU_SENS_01482,298.09,308.06,1150.0,33.02,77.6,No_Failure,0
ECU_SENS_01483,296.79,305.88,1420.8,56.79,44.1,No_Failure,0
ECU_SENS_01484,300.41,310.73,1612.4,20.88,138.5,No_Failure,0
ECU_SENS_01485,298.49,307.31,1150.0,53.11,37.2,No_Failure,0
ECU_SENS_01486,297.16,308.34,1440.0,37.76,85.5,No_Failure,0
ECU_SENS_01487,298.71,308.24,1435.3,48.6,167.3,No_Failure,0
ECU_SENS_01488,297.84,308.04,1779.9,40.8,134.4,No_Failure,0
ECU_SENS_01489,303.37,313.66,1460.7,51.4,92.8,Mechanical_Glitch,1
ECU_SENS_01490,301.76,311.5,1598.9,36.13,100.9,No_Failure,0
ECU_SENS_01491,299.98,310.57,1555.4,29.01,134.9,No_Failure,0
ECU_SENS_01492,302.96,312.48,1150.0,54.21,1.4,No_Failure,0
ECU_SENS_01493,300.15,311.03,1668.3,38.87,18.8,No_Failure,0
ECU_SENS_01494,298.28,306.93,1568.8,42.22,211.5,Tool_Wear_Failure,1
ECU_SENS_01495,303.05,313.17,1621.5,52.35,18.7,No_Failure,0
ECU_SENS_01496,301.08,313.02,2236.7,29.68,169.6,No_Failure,0
ECU_SENS_01497,297.93,306.93,1154.9,45.95,220.8,Tool_Wear_Failure,1
ECU_SENS_01498,299.62,308.94,1840.4,34.1,65.0,No_Failure,0
ECU_SENS_01499,298.25,308.76,1478.3,38.68,88.9,Mechanical_Glitch,1
ECU_SENS_01500,297.23,307.41,1581.7,40.72,136.5,No_Failure,0
ECU_SENS_01501,301.85,312.2,1521.8,25.0,211.6,No_Failure,0
ECU_SENS_01502,303.82,314.31,1453.6,32.21,226.1,Tool_Wear_Failure,1
ECU_SENS_01503,297.2,307.84,1427.4,53.51,177.5,No_Failure,0
ECU_SENS_01504,301.13,312.24,1589.3,48.86,20.8,No_Failure,0
ECU_SENS_01505,298.7,309.11,1256.9,39.37,160.6,No_Failure,0
ECU_SENS_01506,299.03,308.78,1665.1,42.43,98.5,No_Failure,0
ECU_SENS_01507,298.82,309.49,1455.1,37.06,113.0,No_Failure,0
ECU_SENS_01508,298.27,310.17,1326.6,53.57,11.8,No_Failure,0
ECU_SENS_01509,300.1,309.96,1449.0,38.0,45.9,No_Failure,0
ECU_SENS_01510,298.34,307.36,1756.3,42.32,189.7,No_Failure,0
ECU_SENS_01511,300.54,311.65,1433.6,51.46,109.0,No_Failure,0
ECU_SENS_01512,299.9,309.78,1594.5,32.23,72.4,No_Failure,0
ECU_SENS_01513,299.52,307.35,1398.4,55.59,92.2,No_Failure,0
ECU_SENS_01514,298.18,309.03,1666.4,24.7,205.1,No_Failure,0
ECU_SENS_01515,298.85,308.31,1653.4,56.3,179.8,Power_Failure,1
ECU_SENS_01516,301.51,311.42,1862.7,36.27,65.4,No_Failure,0
ECU_SENS_01517,301.0,311.33,1498.4,37.57,28.2,No_Failure,0
ECU_SENS_01518,298.04,308.24,1650.4,21.1,60.5,No_Failure,0
ECU_SENS_01519,300.2,310.91,1547.7,35.45,221.0,No_Failure,0
ECU_SENS_01520,301.5,311.07,1763.3,29.6,139.6,No_Failure,0
ECU_SENS_01521,296.66,307.17,1400.6,33.92,128.0,No_Failure,0
ECU_SENS_01522,301.09,310.83,1664.1,38.63,143.1,No_Failure,0
ECU_SENS_01523,298.67,309.41,1495.0,49.58,87.8,No_Failure,0
ECU_SENS_01524,301.14,311.76,1518.4,42.08,193.7,No_Failure,0
ECU_SENS_01525,298.47,307.54,1546.5,43.08,125.6,No_Failure,0
ECU_SENS_01526,296.39,307.48,1575.4,29.04,28.0,No_Failure,0
ECU_SENS_01527,296.74,306.21,1509.1,31.19,31.0,No_Failure,0
ECU_SENS_01528,300.1,310.9,1568.6,57.99,128.8,Power_Failure,1
ECU_SENS_01529,300.52,310.89,1814.1,32.65,224.8,No_Failure,0
ECU_SENS_01530,298.19,310.03,1707.4,56.56,74.0,Power_Failure,1
ECU_SENS_01531,301.28,311.05,1686.4,37.57,208.7,No_Failure,0
ECU_SENS_01532,296.68,306.33,1448.0,40.02,183.4,No_Failure,0
ECU_SENS_01533,299.87,309.85,1369.9,50.7,59.5,No_Failure,0
ECU_SENS_01534,297.58,307.27,1702.0,52.72,8.7,Power_Failure,1
ECU_SENS_01535,298.7,309.5,1687.7,38.89,24.4,No_Failure,0
ECU_SENS_01536,300.09,308.48,1795.1,36.12,174.8,No_Failure,0
ECU_SENS_01537,298.28,307.23,1421.3,39.44,47.9,No_Failure,0
ECU_SENS_01538,299.23,308.16,1488.7,43.38,89.1,No_Failure,0
ECU_SENS_01539,302.01,312.96,1234.9,48.91,120.4,No_Failure,0
ECU_SENS_01540,298.85,310.56,1459.4,40.04,174.1,No_Failure,0
ECU_SENS_01541,301.67,311.57,1709.4,46.19,27.2,No_Failure,0
ECU_SENS_01542,297.74,307.57,1446.0,56.38,97.5,No_Failure,0
ECU_SENS_01543,301.06,311.13,1645.3,43.81,116.4,No_Failure,0
ECU_SENS_01544,302.88,314.05,1495.7,43.12,129.8,No_Failure,0
ECU_SENS_01545,295.06,304.13,1588.3,24.81,196.4,No_Failure,0
ECU_SENS_01546,298.41,308.64,1323.4,13.69,41.2,Power_Failure,1
ECU_SENS_01547,301.15,312.13,1545.3,43.88,193.9,No_Failure,0
ECU_SENS_01548,299.59,310.1,1150.0,39.05,166.3,No_Failure,0
ECU_SENS_01549,300.74,310.93,1496.4,34.85,133.4,No_Failure,0
ECU_SENS_01550,298.79,309.79,1236.5,42.44,167.9,No_Failure,0
ECU_SENS_01551,300.17,307.47,1747.1,39.4,98.9,No_Failure,0
ECU_SENS_01552,299.69,310.37,1669.9,51.28,33.2,Mechanical_Glitch,1
ECU_SENS_01553,302.34,311.68,1614.0,40.86,159.8,No_Failure,0
ECU_SENS_01554,300.51,308.68,1803.8,32.53,125.9,No_Failure,0
ECU_SENS_01555,300.68,311.19,1359.2,49.9,153.4,No_Failure,0
ECU_SENS_01556,299.18,310.55,1844.5,37.83,81.1,No_Failure,0
ECU_SENS_01557,299.02,308.89,1697.8,45.27,217.6,No_Failure,0
ECU_SENS_01558,299.13,310.09,1487.4,35.23,141.0,No_Failure,0
ECU_SENS_01559,300.79,312.4,1734.4,33.5,20.5,No_Failure,0
ECU_SENS_01560,299.16,310.47,1330.9,40.84,108.0,No_Failure,0
ECU_SENS_01561,300.58,312.22,1381.6,40.13,181.5,No_Failure,0
ECU_SENS_01562,304.15,314.89,1420.5,44.8,190.6,No_Failure,0
ECU_SENS_01563,301.74,311.82,1434.8,37.31,118.7,Mechanical_Glitch,1
ECU_SENS_01564,299.35,307.75,1339.8,21.64,214.7,Heat_Dissipation_Failure,1
ECU_SENS_01565,302.4,312.16,1750.2,35.67,64.2,No_Failure,0
ECU_SENS_01566,299.18,308.34,1483.4,47.94,98.5,No_Failure,0
ECU_SENS_01567,295.92,308.09,1593.5,37.03,215.7,No_Failure,0
ECU_SENS_01568,297.98,307.81,1427.3,37.54,215.1,No_Failure,0
ECU_SENS_01569,296.26,306.38,1202.3,49.86,164.6,No_Failure,0
ECU_SENS_01570,299.3,309.85,1578.6,32.88,206.2,No_Failure,0
ECU_SENS_01571,300.04,310.08,1185.8,24.57,21.3,Power_Failure,1
ECU_SENS_01572,303.35,315.05,1517.6,38.39,207.6,No_Failure,0
ECU_SENS_01573,300.65,310.03,1283.7,35.16,76.9,No_Failure,0
ECU_SENS_01574,299.56,309.76,1887.7,30.34,42.8,No_Failure,0
ECU_SENS_01575,301.66,310.92,1694.0,38.25,57.4,No_Failure,0
ECU_SENS_01576,295.58,304.26,1549.0,44.92,100.3,No_Failure,0
ECU_SENS_01577,300.47,309.86,1757.5,39.91,60.3,No_Failure,0
ECU_SENS_01578,301.54,311.5,1377.7,43.07,76.9,No_Failure,0
ECU_SENS_01579,297.04,306.61,1627.8,58.13,32.4,Power_Failure,1
ECU_SENS_01580,302.29,311.6,1566.0,36.57,71.1,No_Failure,0
ECU_SENS_01581,300.68,309.27,1577.5,42.78,137.3,No_Failure,0
ECU_SENS_01582,299.17,309.09,1759.0,34.91,106.0,No_Failure,0
ECU_SENS_01583,301.27,309.76,1661.8,31.54,83.2,No_Failure,0
ECU_SENS_01584,304.54,315.3,1582.0,34.15,179.1,No_Failure,0
ECU_SENS_01585,300.36,310.45,1232.1,35.21,214.4,No_Failure,0
ECU_SENS_01586,300.5,309.04,1357.2,43.59,181.6,Heat_Dissipation_Failure,1
ECU_SENS_01587,299.08,308.77,1507.9,63.49,79.7,Power_Failure,1
ECU_SENS_01588,298.3,307.55,1546.8,32.84,178.7,No_Failure,0
ECU_SENS_01589,301.66,311.98,1326.6,35.83,36.5,No_Failure,0
ECU_SENS_01590,298.29,309.63,1964.1,39.37,31.3,No_Failure,0
ECU_SENS_01591,300.14,308.27,1803.0,43.96,83.0,No_Failure,0
ECU_SENS_01592,299.04,309.16,1638.4,42.64,193.8,No_Failure,0
ECU_SENS_01593,300.96,310.8,1543.0,52.84,59.1,No_Failure,0
ECU_SENS_01594,300.67,311.34,1491.8,15.74,15.2,Power_Failure,1
ECU_SENS_01595,302.08,312.29,1358.7,16.13,31.6,Power_Failure,1
ECU_SENS_01596,298.98,308.23,1543.9,35.04,206.1,No_Failure,0
ECU_SENS_01597,299.46,309.14,1576.4,50.97,152.1,No_Failure,0
ECU_SENS_01598,298.04,307.25,1306.5,24.34,60.8,Power_Failure,1
ECU_SENS_01599,299.11,310.19,1590.2,12.0,133.3,Power_Failure,1
ECU_SENS_01600,300.75,310.78,1502.1,45.71,126.6,No_Failure,0
ECU_SENS_01601,301.51,313.42,1186.6,42.44,157.3,No_Failure,0
ECU_SENS_01602,298.16,308.1,1375.1,29.1,56.0,No_Failure,0
ECU_SENS_01603,301.74,311.03,1455.6,30.14,207.5,No_Failure,0
ECU_SENS_01604,302.71,311.2,1869.8,30.3,74.2,No_Failure,0
ECU_SENS_01605,300.83,309.02,1630.2,41.11,166.6,No_Failure,0
ECU_SENS_01606,303.75,312.17,1289.6,33.74,3.9,Heat_Dissipation_Failure,1
ECU_SENS_01607,298.45,308.72,1617.5,44.94,89.4,No_Failure,0
ECU_SENS_01608,297.51,308.02,1251.5,12.0,84.4,Power_Failure,1
ECU_SENS_01609,296.44,304.86,1724.9,31.43,130.4,No_Failure,0
ECU_SENS_01610,302.99,313.89,1445.2,28.74,17.5,No_Failure,0
ECU_SENS_01611,301.31,310.83,1513.1,37.44,189.6,No_Failure,0
ECU_SENS_01612,299.89,310.04,1768.6,34.62,52.3,No_Failure,0
ECU_SENS_01613,300.56,312.17,1298.3,47.98,162.5,No_Failure,0
ECU_SENS_01614,297.75,308.65,1278.5,21.41,192.8,Power_Failure,1
ECU_SENS_01615,304.89,314.62,1425.0,40.45,134.9,No_Failure,0
ECU_SENS_01616,300.26,309.37,1716.9,45.58,177.8,No_Failure,0
ECU_SENS_01617,300.22,308.07,1256.5,58.57,158.8,Heat_Dissipation_Failure,1
ECU_SENS_01618,301.45,310.73,1150.0,35.18,85.3,No_Failure,0
ECU_SENS_01619,300.96,310.75,1448.8,43.24,194.1,No_Failure,0
ECU_SENS_01620,300.45,309.46,1629.3,21.96,70.7,No_Failure,0
ECU_SENS_01621,298.42,308.29,1746.0,16.08,137.1,Power_Failure,1
ECU_SENS_01622,300.94,311.02,1446.6,48.45,178.9,No_Failure,0
ECU_SENS_01623,303.76,313.54,1455.9,39.94,90.9,No_Failure,0
ECU_SENS_01624,302.69,312.04,1737.7,51.79,72.7,Power_Failure,1
ECU_SENS_01625,303.19,313.36,1193.4,26.27,110.2,Power_Failure,1
ECU_SENS_01626,298.98,309.42,1460.1,45.2,196.3,No_Failure,0
ECU_SENS_01627,298.02,306.93,1564.3,58.69,223.2,Power_Failure,1
ECU_SENS_01628,299.75,311.16,1610.9,44.2,130.8,No_Failure,0
ECU_SENS_01629,300.11,310.01,1438.2,42.77,158.8,No_Failure,0
ECU_SENS_01630,302.19,312.21,1536.2,40.09,216.8,Mechanical_Glitch,1
ECU_SENS_01631,296.62,307.32,1150.0,24.29,23.7,Power_Failure,1
ECU_SENS_01632,303.06,313.29,1411.5,53.56,55.7,No_Failure,0
ECU_SENS_01633,299.68,310.64,1611.6,33.89,170.1,No_Failure,0
ECU_SENS_01634,299.15,309.43,1353.2,45.04,197.7,No_Failure,0
ECU_SENS_01635,297.98,307.36,1540.6,24.37,205.7,No_Failure,0
ECU_SENS_01636,296.69,307.05,1610.4,28.21,99.6,No_Failure,0
ECU_SENS_01637,301.65,310.5,1468.3,54.35,21.4,No_Failure,0
ECU_SENS_01638,300.15,310.26,1560.7,36.53,105.1,No_Failure,0
ECU_SENS_01639,297.42,307.39,1356.7,54.53,55.4,No_Failure,0
ECU_SENS_01640,297.41,307.2,1492.8,39.22,69.9,No_Failure,0
ECU_SENS_01641,299.33,309.2,1639.8,21.58,185.3,No_Failure,0
ECU_SENS_01642,303.34,311.46,1558.3,48.92,18.1,No_Failure,0
ECU_SENS_01643,299.48,308.93,1424.4,34.1,198.6,No_Failure,0
ECU_SENS_01644,296.99,307.09,1570.4,46.99,102.6,Mechanical_Glitch,1
ECU_SENS_01645,299.51,309.67,1658.6,40.25,143.1,No_Failure,0
ECU_SENS_01646,299.45,308.43,1161.0,24.57,21.5,Power_Failure,1
ECU_SENS_01647,294.61,305.87,1738.6,41.64,81.0,No_Failure,0
ECU_SENS_01648,299.89,309.03,1469.5,61.96,21.5,Power_Failure,1
ECU_SENS_01649,299.54,310.51,1606.6,44.93,230.8,Tool_Wear_Failure,1
ECU_SENS_01650,301.39,311.82,1745.5,39.42,193.7,No_Failure,0
ECU_SENS_01651,303.7,313.05,1283.1,50.75,110.3,No_Failure,0
ECU_SENS_01652,302.25,314.03,1402.3,42.11,53.7,No_Failure,0
ECU_SENS_01653,299.46,308.27,1478.1,42.1,224.0,No_Failure,0
ECU_SENS_01654,297.79,308.71,1388.9,29.08,82.7,No_Failure,0
ECU_SENS_01655,305.15,316.15,1842.3,42.34,38.6,No_Failure,0
ECU_SENS_01656,300.12,309.45,1375.8,50.35,135.2,No_Failure,0
ECU_SENS_01657,300.03,311.42,1430.0,31.64,226.5,Tool_Wear_Failure,1
ECU_SENS_01658,299.95,309.7,1566.8,54.24,0.9,No_Failure,0
ECU_SENS_01659,300.4,310.68,1313.6,39.08,57.1,No_Failure,0
ECU_SENS_01660,299.71,309.97,1458.8,31.12,225.2,No_Failure,0
ECU_SENS_01661,298.85,308.72,1587.1,49.98,41.1,No_Failure,0
ECU_SENS_01662,298.91,309.72,1470.1,37.13,27.2,No_Failure,0
ECU_SENS_01663,299.93,310.73,1513.2,47.6,136.8,No_Failure,0
ECU_SENS_01664,298.91,307.16,1434.7,37.08,206.8,No_Failure,0
ECU_SENS_01665,298.57,309.88,1257.4,39.4,114.5,No_Failure,0
ECU_SENS_01666,300.21,308.55,1587.9,44.94,238.7,No_Failure,0
ECU_SENS_01667,299.49,310.52,1845.9,42.91,163.0,No_Failure,0
ECU_SENS_01668,303.01,314.13,1533.3,20.04,17.8,Power_Failure,1
ECU_SENS_01669,294.7,303.61,1570.5,28.79,238.3,No_Failure,0
ECU_SENS_01670,302.18,311.77,1654.7,49.29,97.9,No_Failure,0
ECU_SENS_01671,302.49,311.39,1301.5,38.68,69.0,No_Failure,0
ECU_SENS_01672,295.85,305.64,1836.5,34.76,133.9,No_Failure,0
ECU_SENS_01673,299.31,309.01,1566.4,26.41,73.0,No_Failure,0
ECU_SENS_01674,299.26,310.04,1823.7,29.2,20.7,No_Failure,0
ECU_SENS_01675,297.18,308.5,1398.1,19.78,0.3,Power_Failure,1
ECU_SENS_01676,298.44,309.84,1857.3,38.99,107.9,No_Failure,0
ECU_SENS_01677,297.78,307.22,1669.5,34.02,200.8,No_Failure,0
ECU_SENS_01678,303.5,313.3,1629.5,30.33,137.4,No_Failure,0
ECU_SENS_01679,301.87,310.19,1572.1,39.32,239.8,Tool_Wear_Failure,1
ECU_SENS_01680,302.54,311.74,1485.3,43.64,68.8,No_Failure,0
ECU_SENS_01681,301.44,312.41,1746.1,60.93,67.3,Power_Failure,1
ECU_SENS_01682,297.74,309.36,1555.3,24.88,38.3,No_Failure,0
ECU_SENS_01683,298.95,307.72,1175.9,51.59,39.4,No_Failure,0
ECU_SENS_01684,300.98,310.39,1328.9,49.73,68.4,No_Failure,0
