rpm,engine_temp_c,vibration_g,throttle_pct,oil_pressure_bar,fuel_flow_l_h
2029.3,93.5,0.239,55.0,3.54,21.71
2048.6,83.2,0.45,27.9,3.81,17.14
2338.1,97.0,0.476,19.2,3.78,16.6
2052.7,86.4,0.524,57.3,3.17,21.23
2301.4,87.9,0.369,68.5,3.42,24.32
2926.4,83.5,0.457,51.6,3.58,24.19
2504.9,73.5,0.376,30.9,2.99,18.6
2085.9,93.3,0.47,61.7,3.82,23.35
2620.4,92.4,0.378,20.6,3.7,17.88
2057.2,86.3,0.417,45.9,3.13,20.38
1486.7,88.4,0.37,26.4,3.96,14.2
1847.2,91.1,0.502,27.9,4.09,16.46
1545.2,78.6,0.519,29.2,3.89,14.09
2077.0,84.8,0.431,42.1,3.67,18.97
2206.4,92.8,0.453,18.6,4.04,15.27
2786.8,80.5,0.334,42.8,4.07,21.83
2314.4,89.8,0.426,50.8,3.92,21.97
2123.3,79.9,0.446,48.8,3.47,20.49
2490.3,90.8,0.66,41.8,3.91,21.09
1426.1,87.8,0.361,73.7,4.28,22.32
2282.5,78.3,0.567,25.2,3.56,16.66
2469.8,95.0,0.53,50.4,4.64,22.21
1682.5,83.6,0.472,19.3,3.59,14.11
2600.3,83.1,0.591,20.0,3.81,17.11
2318.5,89.2,0.48,55.2,3.53,22.58
2054.6,94.9,0.481,54.6,3.89,22.47
2421.5,81.9,0.446,76.5,3.1,26.22
2994.7,88.4,0.548,54.1,3.58,24.69
2263.7,90.6,0.538,82.2,3.36,27.09
2286.9,92.2,0.4,18.4,3.85,16.13
2039.2,89.1,0.344,21.9,4.2,15.84
1902.6,85.8,0.434,18.1,4.06,14.6
2490.6,83.0,0.386,28.0,2.85,19.14
1900.4,88.5,0.445,52.9,4.62,19.94
2225.0,81.6,0.549,60.2,3.92,23.17
2032.8,70.5,0.413,18.2,3.49,13.98
2367.6,90.6,0.447,81.2,3.86,27.49
2316.8,93.4,0.455,74.0,3.87,26.1
2563.1,73.8,0.518,35.8,3.53,19.18
2021.5,81.9,0.27,20.4,3.88,15.63
2105.5,91.7,0.401,26.9,3.56,17.26
1857.4,100.3,0.467,23.9,3.64,15.88
2044.5,88.1,0.546,23.6,3.53,16.46
2332.1,83.6,0.411,51.3,3.23,21.33
2464.9,86.9,0.3,32.2,3.86,18.61
1877.2,96.2,0.5,40.1,4.03,17.92
2504.4,84.1,0.399,84.3,4.01,28.23
2674.5,83.2,0.355,62.9,4.13,25.29
2344.7,85.1,0.4,81.4,3.93,27.43
2856.9,82.3,0.435,25.0,3.59,19.11
1929.2,88.7,0.402,41.7,4.14,18.35
1764.4,97.7,0.274,53.8,3.26,21.07
1577.4,89.9,0.522,20.4,3.44,13.79
2723.6,86.5,0.552,15.3,3.41,17.25
2429.0,86.2,0.502,61.9,4.23,23.6
2180.5,78.6,0.359,59.9,4.18,22.72
2298.0,93.3,0.434,43.8,3.99,20.39
1806.1,87.5,0.449,49.3,4.23,19.53
3056.0,86.9,0.498,44.1,3.45,23.65
2245.2,107.2,0.503,16.7,3.94,16.39
2238.3,89.8,0.391,38.5,3.75,19.17
2454.0,83.5,0.457,27.4,4.14,18.02
2368.4,85.4,0.487,21.9,3.75,16.25
2278.4,94.9,0.566,82.0,3.65,28.09
1923.3,88.7,0.506,57.0,4.02,21.48
2365.0,79.4,0.513,66.0,4.15,24.83
2858.7,93.5,0.457,37.1,3.53,21.56
2670.9,84.0,0.563,42.5,3.78,21.4
2757.6,99.2,0.483,31.6,3.38,20.36
2021.1,94.5,0.381,21.8,2.8,16.16
1853.6,85.3,0.562,27.5,3.88,15.59
2156.0,95.7,0.506,70.8,4.04,25.47
2219.5,88.4,0.415,62.4,3.9,23.52
2583.0,93.1,0.412,53.3,3.02,22.91
1607.6,90.9,0.474,48.3,3.66,18.69
2735.3,82.9,0.487,79.6,2.91,28.04
2144.7,84.1,0.466,20.1,4.35,15.56
2050.6,94.2,0.475,34.6,3.37,17.85
1845.8,86.0,0.586,39.5,4.3,18.32
1620.8,85.6,0.536,69.8,4.18,22.54
2488.1,82.3,0.465,84.5,3.44,28.3
2225.7,90.5,0.525,31.8,3.35,18.49
1748.5,100.4,0.367,76.2,3.94,25.21
1746.7,81.6,0.482,73.1,3.46,23.47
2082.5,88.1,0.595,30.7,3.84,17.14
2784.2,96.5,0.433,43.0,3.61,22.03
2109.1,87.5,0.382,43.7,3.09,19.58
1673.9,90.7,0.398,83.5,2.91,25.25
2114.0,81.6,0.363,27.7,3.89,16.72
2104.5,90.6,0.387,70.9,3.58,24.72
1256.1,86.9,0.42,38.4,3.58,15.83
2181.0,93.9,0.338,66.2,4.08,24.21
2119.2,95.1,0.451,44.4,4.27,20.31
2443.7,103.5,0.522,55.5,3.69,24.35
2847.1,91.5,0.377,73.3,3.66,28.25
2594.3,90.0,0.572,71.3,4.0,26.72
2105.9,89.2,0.491,75.6,3.26,25.42
1812.7,85.9,0.532,19.2,3.89,13.98
3100.7,90.0,0.397,63.4,4.02,26.96
2220.7,86.2,0.518,24.8,4.07,16.59
2204.9,89.0,0.363,44.1,3.03,20.59
2191.6,95.9,0.521,53.4,3.5,22.18
2269.3,82.0,0.464,43.2,3.45,19.61
2149.5,94.8,0.494,51.4,3.84,22.3
1999.2,95.9,0.356,84.8,3.99,27.28
2008.6,87.3,0.378,24.5,4.4,15.47
2188.5,75.3,0.498,62.3,3.6,22.76
2009.8,84.4,0.374,42.7,3.6,19.16
1950.5,95.8,0.487,24.3,4.26,16.69
2237.3,87.9,0.341,26.1,3.92,16.77
2110.8,82.0,0.518,81.4,4.31,26.71
2726.4,85.0,0.351,76.6,3.92,28.46
1272.2,93.0,0.494,78.5,3.34,22.93
2582.0,91.3,0.5,84.4,3.27,29.02
2636.1,86.6,0.394,29.6,3.18,18.87
1474.3,85.8,0.497,39.9,4.06,16.57
2080.1,85.6,0.471,61.8,4.28,22.88
2070.0,82.5,0.407,48.9,4.54,20.6
1707.4,97.7,0.369,44.3,4.14,19.24
1927.8,86.1,0.293,40.0,4.27,18.15
1811.3,95.3,0.478,56.6,3.57,20.66
2813.3,97.1,0.325,55.3,3.34,25.01
2527.5,94.0,0.458,26.3,4.14,18.67
2645.0,85.4,0.429,48.0,3.97,22.63
2452.6,90.4,0.504,53.7,3.84,22.95
1804.8,87.9,0.426,54.9,3.95,20.74
2016.4,82.6,0.424,29.7,3.93,17.26
2371.3,89.9,0.509,67.0,4.31,25.24
1772.3,80.9,0.477,16.8,4.32,13.26
2449.5,95.1,0.475,39.8,4.02,20.58
2115.9,85.2,0.488,69.6,4.14,24.35
2068.8,89.2,0.327,54.5,4.01,22.25
2448.8,89.7,0.511,33.3,3.62,19.27
2355.5,86.4,0.499,63.6,4.1,24.29
2073.7,91.5,0.369,54.7,3.24,21.68
2605.8,85.2,0.43,70.7,4.22,26.85
1821.6,93.2,0.447,66.5,3.32,23.76
2415.6,79.9,0.439,57.7,3.91,23.32
2407.6,88.8,0.477,49.2,3.46,22.02
2091.7,99.6,0.565,24.3,4.02,16.82
2314.1,82.0,0.537,33.3,3.79,17.64
1762.1,83.9,0.345,44.3,3.16,18.71
2523.4,91.1,0.5,57.0,3.97,23.99
2135.3,89.1,0.556,51.0,3.57,21.45
2017.0,90.1,0.481,35.2,4.15,17.8
2567.2,90.9,0.537,15.5,3.8,16.49
1953.5,91.8,0.611,49.7,3.96,20.36
1707.0,94.7,0.532,35.0,3.42,17.4
1655.2,90.5,0.47,66.4,3.56,22.18
2412.1,86.6,0.534,16.7,3.62,16.79
1751.8,92.0,0.462,55.9,4.14,21.02
2814.2,99.4,0.452,80.9,4.47,29.28
1471.3,87.2,0.422,27.2,3.48,14.37
2793.8,82.2,0.575,48.0,4.23,22.73
2273.9,94.6,0.385,21.4,2.93,15.98
2166.2,87.3,0.573,58.8,3.32,23.3
2009.3,75.0,0.49,53.5,3.42,20.89
2339.7,93.1,0.338,43.5,3.26,21.1
2186.8,84.8,0.479,51.5,3.17,21.45
2586.2,87.5,0.282,77.8,3.97,27.28
2240.0,90.0,0.5,28.7,3.71,17.57
2252.6,89.1,0.521,16.6,3.95,15.85
2072.7,92.3,0.403,75.3,4.08,25.22
2180.1,85.4,0.46,55.4,3.91,21.21
2307.7,91.1,0.606,77.3,4.06,26.71
1601.4,86.4,0.41,56.8,3.77,20.15
1728.1,92.4,0.365,71.7,3.33,23.68
2460.1,91.7,0.569,45.1,4.22,21.84
2259.8,82.4,0.607,67.5,3.56,24.67
2135.6,94.5,0.45,78.9,3.43,26.66
2206.5,84.8,0.531,55.0,3.73,22.53
2321.7,92.8,0.557,27.7,3.43,17.45
2011.1,90.2,0.391,33.8,3.63,17.96
1927.6,99.0,0.411,28.9,3.94,17.2
2268.5,86.7,0.548,32.3,3.94,17.9
1857.6,85.9,0.585,36.4,3.44,16.96
2342.9,87.9,0.495,53.9,3.6,22.29
1604.1,86.2,0.38,56.2,4.23,19.85
2560.2,92.8,0.609,44.9,4.0,22.24
2365.4,78.3,0.408,58.1,4.63,22.75
2289.6,81.7,0.423,20.7,4.27,15.8
2543.9,81.6,0.477,21.1,4.26,16.93
2782.9,93.7,0.574,27.0,3.24,20.05
2555.0,98.3,0.518,51.3,4.11,23.36
1555.7,87.4,0.483,30.0,3.78,15.18
1752.1,87.0,0.487,34.8,3.58,16.8
1981.3,88.4,0.453,43.0,3.87,19.7
2209.1,95.0,0.495,71.8,4.18,25.34
2381.2,82.4,0.248,16.0,4.0,16.09
1946.0,89.4,0.426,60.5,3.45,22.37
2265.4,93.9,0.469,61.8,4.1,23.9
1935.6,91.0,0.358,70.9,3.54,25.09
1986.0,89.1,0.481,80.3,3.89,25.64
1707.7,94.0,0.434,16.4,3.68,13.55
1876.9,71.8,0.59,25.8,3.71,14.57
1726.9,92.1,0.576,77.0,4.11,24.9
1858.4,84.1,0.413,47.1,3.38,19.91
2568.8,77.0,0.438,54.5,4.58,23.63
1867.7,91.1,0.444,61.4,3.07,22.68
3121.3,96.2,0.414,62.5,3.56,27.38
2372.7,87.2,0.466,80.2,3.95,27.25
2264.7,93.7,0.389,84.8,4.03,27.5
1899.6,97.7,0.36,65.4,3.76,24.1
2445.1,95.9,0.5,35.1,3.78,20.09
1998.5,97.8,0.5,76.6,3.96,25.61
2242.7,92.5,0.386,18.4,3.71,16.47
3096.0,88.5,0.522,31.2,4.36,21.02
2166.4,78.4,0.399,77.8,4.14,25.91
2602.2,86.5,0.47,32.9,4.15,19.65
1953.9,82.9,0.516,30.4,3.41,16.86
2187.8,101.0,0.447,24.7,3.77,17.28
2819.8,86.9,0.486,75.1,3.68,27.64
1980.6,88.7,0.409,50.0,3.4,20.55
2834.4,91.3,0.434,62.2,3.94,26.45
2447.7,88.3,0.434,31.7,3.58,18.98
2003.1,98.2,0.39,68.1,4.06,24.55
2421.3,84.3,0.436,68.2,3.37,24.9
2540.4,89.2,0.326,36.9,4.49,20.3
2417.6,83.5,0.411,43.7,3.44,20.6
1650.4,80.1,0.427,29.7,3.89,15.48
1945.5,84.3,0.43,83.4,4.12,26.2
2113.4,87.8,0.431,60.2,3.57,23.06
2173.9,85.4,0.445,80.4,4.14,26.96
2417.2,83.8,0.488,36.2,3.31,19.72
2262.2,79.6,0.52,69.7,4.38,24.82
1732.6,87.5,0.398,68.6,3.81,22.52
2333.1,79.0,0.354,63.4,3.56,23.83
2413.7,92.6,0.367,82.6,3.68,28.02
2395.9,88.5,0.411,42.5,4.12,20.63
2578.3,79.3,0.422,24.2,3.57,17.58
2491.9,86.1,0.388,62.0,3.5,24.17
2360.7,83.5,0.346,66.1,3.71,23.93
2175.4,89.9,0.414,55.3,3.33,22.02
1618.7,96.0,0.465,29.5,4.53,15.85
2350.4,76.7,0.498,50.3,3.57,20.97
2272.7,88.7,0.405,36.9,4.13,19.27
2295.1,87.0,0.417,44.9,3.88,21.39
1753.1,92.0,0.376,60.2,3.41,21.99
1821.6,89.3,0.447,67.2,3.8,23.6
2568.6,83.5,0.382,31.3,4.11,19.28
2186.2,86.1,0.496,43.4,3.72,20.4
2438.5,83.2,0.307,33.8,4.28,18.85
2209.9,94.5,0.421,28.9,4.21,17.63
2210.4,88.1,0.474,69.8,4.17,23.98
2528.4,99.4,0.465,78.6,3.62,28.65
2019.4,87.6,0.665,40.9,3.37,19.52
2233.6,83.7,0.478,67.6,3.55,24.23
2038.2,78.9,0.37,77.8,3.88,25.21
2047.9,77.2,0.442,74.2,4.02,24.35
2091.8,78.5,0.308,27.8,2.93,16.62
2277.7,89.6,0.444,81.9,3.8,27.83
2032.4,91.1,0.383,41.4,3.86,18.66
2639.5,78.5,0.523,38.7,3.69,20.68
1886.9,93.4,0.406,19.4,4.32,14.76
2134.6,85.1,0.441,49.0,3.97,20.81
2046.1,88.9,0.399,22.6,4.32,16.01
2706.4,97.7,0.589,32.4,3.71,20.45
2268.8,93.4,0.424,37.2,4.17,19.48
2561.1,86.4,0.597,71.6,4.45,26.44
1680.1,82.7,0.515,76.3,4.32,24.17
2293.5,75.1,0.489,36.2,3.36,18.75
2511.4,83.7,0.479,75.1,3.7,26.91
2228.8,86.7,0.482,75.0,3.66,25.43
2572.9,82.1,0.296,68.5,4.0,25.67
2018.9,87.2,0.428,25.3,4.07,16.46
2693.3,88.5,0.518,63.3,3.46,25.63
3004.6,86.7,0.446,81.2,3.83,30.15
2073.0,84.1,0.338,62.8,2.99,23.58
2044.1,89.0,0.446,38.2,4.38,19.01
2708.7,90.7,0.586,50.0,3.6,23.41
2752.9,81.5,0.55,60.2,3.82,24.78
2017.0,96.5,0.445,50.7,3.68,20.24
2052.9,87.4,0.526,23.4,4.26,15.89
2101.4,88.1,0.421,36.8,2.66,18.47
1729.4,92.2,0.314,71.2,3.79,23.67
1878.5,89.4,0.376,75.3,3.76,24.66
1848.6,93.7,0.575,24.6,3.62,15.56
1931.3,89.7,0.428,81.7,4.49,25.45
2187.9,84.3,0.431,38.0,3.45,18.62
2282.0,90.2,0.426,61.4,4.11,23.94
2742.7,81.1,0.602,67.6,3.94,26.85
1850.6,88.7,0.58,71.8,4.3,23.92
2544.5,87.8,0.628,81.2,3.53,28.35
2125.1,86.8,0.437,36.9,3.51,18.96
2182.7,87.2,0.474,75.1,4.24,25.45
2436.2,76.7,0.329,24.2,3.97,17.2
1807.0,84.7,0.568,64.4,3.18,22.0
2333.8,88.6,0.357,66.9,3.58,25.21
2258.3,89.0,0.467,62.4,3.95,23.88
2372.4,81.8,0.362,32.7,4.14,18.68
2301.2,95.6,0.403,76.1,3.53,26.47
3059.4,82.8,0.383,26.8,2.63,20.43
1976.8,93.8,0.401,18.8,4.01,15.84
2014.2,90.6,0.407,65.2,3.31,23.12
1981.9,84.1,0.406,48.3,2.99,19.89
2005.6,98.7,0.517,74.4,2.67,25.54
1976.9,80.8,0.362,41.8,4.13,18.96
2616.2,93.5,0.468,26.8,3.85,18.77
2697.2,94.0,0.547,73.6,3.71,26.73
2000.2,84.0,0.409,53.4,4.36,21.47
1908.7,96.4,0.393,28.2,4.05,16.94
2365.0,86.5,0.432,65.4,4.45,24.05
2006.7,89.7,0.544,50.8,3.24,20.59
2421.5,89.6,0.466,57.3,3.79,24.1
2271.0,87.2,0.408,47.3,3.15,21.57
1669.5,92.9,0.489,73.0,3.71,23.99
2741.6,92.8,0.362,73.1,3.7,27.68
2828.6,77.5,0.505,64.7,4.05,25.9
1985.5,95.8,0.483,22.4,3.82,15.84
2064.3,78.0,0.425,73.7,4.05,25.02
2300.1,94.2,0.383,62.0,4.08,23.83
2317.1,94.8,0.379,63.8,4.66,24.27
2430.5,81.5,0.493,40.4,3.67,20.53
2903.6,85.5,0.548,76.5,3.42,28.65
2138.1,81.4,0.399,65.8,3.9,24.11
1920.6,86.7,0.487,22.9,3.48,15.08
1717.2,86.2,0.283,43.5,4.39,18.22
1944.2,92.7,0.403,77.0,3.69,25.1
2188.4,95.9,0.448,18.3,3.57,15.93
2828.1,96.4,0.377,82.3,3.61,29.38
2018.8,84.6,0.375,62.5,4.09,22.57
2278.3,86.7,0.397,59.2,3.74,22.71
2194.3,77.9,0.473,33.9,3.54,18.2
2615.9,83.2,0.435,32.4,4.47,19.77
3084.4,93.8,0.271,80.9,3.46,29.91
2014.2,97.7,0.28,35.9,3.81,18.98
2028.7,80.6,0.401,69.3,4.06,24.68
2565.5,84.4,0.487,42.5,3.15,21.22
2438.7,87.8,0.23,24.7,3.99,17.45
2846.3,89.7,0.41,15.8,3.38,18.68
2404.4,83.1,0.408,53.1,4.13,21.97
2074.2,90.5,0.561,83.3,3.41,26.96
2406.7,85.2,0.419,40.8,4.08,20.39
2588.0,87.9,0.481,40.0,4.24,21.46
2487.2,91.3,0.461,39.1,4.14,20.72
2377.5,88.0,0.28,51.4,3.9,22.08
2573.3,85.4,0.511,45.8,3.71,21.54
2609.3,87.3,0.467,76.6,3.57,27.51
2683.8,87.5,0.491,50.4,4.39,22.85
2427.0,85.8,0.764,50.5,3.52,22.2
2141.5,86.4,0.283,24.7,3.39,16.27
2251.3,97.6,0.588,83.8,4.07,27.51
2622.3,91.4,0.427,32.5,3.48,20.37
1914.1,86.2,0.473,20.1,3.42,14.6
2329.0,92.2,0.446,61.4,3.22,23.61
2062.3,86.0,0.416,56.7,3.61,21.85
2210.1,95.0,0.404,44.1,3.77,20.63
2647.5,90.2,0.476,44.6,3.9,21.53
2266.9,87.4,0.329,70.0,4.18,25.25
2216.3,90.7,0.51,28.7,4.01,17.3
1724.1,78.6,0.417,72.4,3.72,23.72
2461.2,81.2,0.36,60.4,3.72,24.07
2425.9,80.8,0.414,44.3,4.0,20.7
2957.1,88.9,0.551,47.1,4.31,23.45
2092.3,98.4,0.407,33.0,3.85,18.28
2276.7,101.4,0.479,67.6,3.61,25.61
2287.3,91.8,0.392,50.9,3.4,21.98
2752.1,91.0,0.511,37.5,3.22,21.22
2166.6,77.2,0.505,56.7,4.07,21.94
2297.7,84.7,0.598,84.7,4.03,27.58
2412.8,83.3,0.436,45.5,4.03,20.98
2265.3,84.3,0.503,79.4,3.75,25.97
2043.7,87.0,0.458,39.2,4.36,19.07
2267.9,85.2,0.554,18.8,3.61,15.94
2575.8,76.1,0.392,29.3,4.18,18.22
1840.7,92.5,0.51,44.3,3.78,19.8
2246.5,81.6,0.434,30.4,3.56,17.71
1955.0,89.4,0.445,15.0,4.04,13.79
2618.3,100.4,0.457,79.1,3.96,29.0
1666.9,82.5,0.47,74.1,3.94,23.52
2004.4,72.8,0.441,67.0,3.83,23.08
2332.0,86.3,0.467,26.7,3.78,17.41
2747.9,94.6,0.576,23.4,4.76,19.07
2177.0,99.8,0.529,19.7,4.27,16.22
2005.7,80.6,0.52,65.7,4.09,23.27
2858.4,91.0,0.414,80.0,3.84,28.69
1693.2,85.2,0.379,45.1,4.2,18.24
1430.4,87.4,0.526,23.3,4.01,14.17
2354.0,103.9,0.52,50.9,3.81,22.51
2024.3,79.0,0.568,39.4,3.68,18.13
1842.6,89.5,0.402,41.2,3.77,18.3
2447.9,90.8,0.432,58.5,2.53,23.49
2285.3,94.5,0.319,65.3,3.88,23.92
2002.6,88.6,0.419,22.7,3.6,15.61
1751.9,89.8,0.53,17.5,4.44,13.9
2505.4,85.7,0.413,84.6,3.81,28.58
2427.6,89.6,0.501,31.3,3.32,18.84
2165.3,85.9,0.435,18.8,3.78,15.49
2846.3,91.7,0.476,28.3,3.38,20.39
1825.5,85.8,0.358,17.7,3.99,13.92
1666.1,90.3,0.457,42.4,3.92,17.83
1957.8,87.8,0.211,71.2,4.18,24.1
2184.0,94.8,0.435,38.9,3.48,19.77
2285.2,87.7,0.32,46.1,3.81,21.42
2115.6,77.4,0.546,62.3,3.25,22.51
2323.2,95.6,0.512,50.6,4.08,22.28
1762.0,82.6,0.487,75.3,4.01,24.08
2705.3,84.1,0.572,75.6,4.0,27.33
2171.2,84.4,0.374,15.7,3.8,14.88
2591.1,96.2,0.59,69.5,3.97,26.17
2320.0,75.2,0.525,47.3,4.44,20.09
2359.9,106.8,0.431,84.2,3.69,29.06
2399.4,94.3,0.541,48.8,3.86,22.02
2356.7,89.3,0.361,84.1,3.37,28.18
2425.0,87.7,0.384,67.8,3.45,25.36
2665.2,89.7,0.401,32.4,3.84,19.66
2268.8,91.1,0.408,52.7,4.24,22.19
2448.2,91.9,0.365,84.4,3.7,28.21
2168.6,91.3,0.548,75.0,3.71,26.34
2704.0,88.5,0.429,21.8,3.64,17.71
1963.3,86.8,0.478,64.4,3.59,22.9
2830.3,87.1,0.404,39.2,3.92,21.36
2185.9,86.8,0.304,15.5,3.2,15.2
1699.2,94.8,0.472,43.2,4.31,18.39
2244.8,91.6,0.297,31.4,3.53,18.13
1961.6,70.4,0.445,72.3,4.09,23.94
2494.2,91.9,0.341,38.6,3.29,20.58
1971.6,89.2,0.609,72.9,4.07,24.81
2043.8,87.9,0.523,15.0,4.07,14.09
1538.7,85.7,0.458,36.5,3.95,15.79
2041.7,94.7,0.551,31.9,3.4,17.8
1351.6,93.7,0.382,31.3,3.9,14.88
1645.6,83.4,0.493,19.8,3.33,13.78
2466.1,90.4,0.466,28.1,3.7,18.47
2475.0,82.2,0.471,53.9,4.21,22.87
2348.9,79.7,0.552,35.4,4.12,18.32
1861.6,84.2,0.509,44.2,3.81,19.48
2183.3,93.2,0.473,41.4,3.41,19.88
2198.7,93.7,0.318,76.3,4.06,26.55
1794.6,91.1,0.373,78.4,3.81,24.73
2726.2,92.4,0.44,49.5,2.87,23.53
2507.1,91.1,0.457,38.1,4.11,20.03
2122.7,84.2,0.36,22.5,3.79,16.06
2209.4,90.6,0.643,81.7,4.28,27.06
2272.9,92.8,0.571,19.2,3.36,16.28
1485.4,92.5,0.498,35.8,2.53,16.5
2113.5,95.1,0.456,35.9,3.91,18.34
1961.3,92.2,0.433,37.4,3.92,18.1
1849.4,90.1,0.374,26.5,3.12,16.01
2101.6,94.4,0.456,69.8,3.41,25.54
2829.2,87.8,0.471,23.6,4.9,18.9
2424.3,82.7,0.351,59.4,3.68,23.84
2000.1,87.0,0.477,23.7,4.09,15.74
2400.4,83.5,0.438,19.9,3.54,17.15
